Au,,Pd014,,Pd034,,Pd042,,Pd052,,Pd073,,Pd,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
469.72245584524813,1.4317817014446224,523.5492010092515,1.2712680577849111,826.3246425567704,1.9518459069020864,1082.0016820857863,2.176565008025682,801.0933557611438,2.426966292134831,817.914213624895,2.3178170144462276,648.0235492010092,1.8234349919743176
474.76871320437346,1.3804173354735148,540.3700588730026,1.2199036918138035,859.9663582842725,1.945425361155698,1142.5567703952902,2.176565008025682,836.417157275021,2.4526484751203848,849.8738435660218,2.362760834670947,681.6652649285113,1.8555377207062596
478.13288477712365,1.341894060995184,557.1909167367536,1.168539325842696,896.9722455845249,1.9325842696629212,1189.6551724137933,2.176565008025682,868.3767872161482,2.491171749598716,880.1513877207738,2.398073836276083,705.214465937763,1.8812199036918136
483.17914213624897,1.2584269662921344,577.3759461732548,1.1300160513643651,927.2497897392768,1.9261637239165323,1243.4819175777966,2.163723916532905,905.3826745164004,2.5296950240770464,912.1110176619009,2.439807383627608,732.1278385197645,1.9197431781701444
491.5895710681245,1.136436597110754,597.560975609756,1.104333868378812,960.8915054667789,1.9133226324237556,1290.5803195962994,2.138041733547351,952.4810765349034,2.5746388443017656,940.7064760302776,2.4719101123595504,748.9486963835157,1.9325842696629212
496.6358284272498,1.0401284109149271,617.7460050462573,1.078651685393258,996.2153069806561,1.8940609951845904,1330.950378469302,2.138041733547351,984.4407064760303,2.606741573033708,969.3019343986543,2.504012841091493,811.1858704793945,2.009630818619582
501.6820857863751,0.9181380417335467,637.9310344827586,1.0593900481540923,1034.9032800672835,1.8812199036918136,1354.4995794785534,2.1444622792937396,1016.4003364171574,2.6324237560192616,989.4869638351556,2.5296950240770464,780.9083263246425,1.971107544141252
506.72834314550045,0.8154093097913315,663.1623212783852,1.0337078651685392,1073.5912531539109,1.8683788121990363,1391.5054667788058,2.1444622792937396,1048.3599663582843,2.658105939004815,1021.4465937762827,2.561797752808989,831.3708999158957,2.022471910112359
513.4566862910008,0.7191011235955047,693.4398654331371,1.0016051364365963,1112.2792262405383,1.8491171749598716,1421.7830109335578,2.1508828250401284,1078.6375105130362,2.6902086677367576,1060.13456686291,2.6035313001605136,858.2842724978975,2.06099518459069
518.5029436501262,0.6292134831460667,716.9890664423885,0.9695024077046543,1157.6955424726661,1.8234349919743176,1463.8351555929353,2.1573033707865163,1110.597140454163,2.709470304975923,1083.6837678721615,2.6260032102728728,881.8334735071489,2.0866773675762436
526.9133725820017,0.5072231139646863,740.5382674516402,0.9438202247191008,1206.4760302775442,1.7913322632423752,1490.7485281749368,2.176565008025682,1147.6030277544155,2.728731942215088,1127.4179983179145,2.677367576243981,910.4289318755257,2.1252006420545744
533.6417157275021,0.4237560192616372,767.4516400336418,0.90529695024077,1243.4819175777966,1.77207062600321,1526.0723296888143,2.1894060995184588,1187.973086627418,2.7479935794542536,1162.7417998317915,2.7030497592295344,957.5273338940287,2.1829855537720704
545.4163162321279,0.32744783306580993,789.3187552565182,0.873194221508828,1277.1236333052984,1.7528089887640443,1571.4886459209422,2.221508828250401,1230.0252312867956,2.7608346709470304,1194.7014297729183,2.728731942215088,935.6602186711523,2.1508828250401284
560.5550883095038,0.21829855537720633,816.2321278385198,0.8410914927768856,1307.4011774600506,1.7335473515248792,1615.222876366695,2.253611556982343,1278.8057190916736,2.773675762439807,1219.9327165685452,2.7479935794542536,981.0765349032802,2.208667736757624
579.05803195963,0.1540930979133215,841.4634146341464,0.8154093097913315,1346.089150546678,1.7207062600321024,1645.5004205214468,2.2857142857142856,1315.811606391926,2.7800963081861956,1256.9386038687974,2.7800963081861956,1006.3078216989068,2.234349919743178
599.2430613961312,0.11556982343499111,863.3305298570228,0.7929373996789719,1381.4129520605552,1.7078651685393256,1675.7779646761985,2.311396468699839,1347.7712363330531,2.7929373996789724,1290.5803195962994,2.8057784911717496,1031.5391084945334,2.26645264847512
619.4280908326325,0.08988764044943753,888.5618166526494,0.7672552166934179,1416.7367535744322,1.6982343499197428,1689.2346509671995,2.3306581059390044,1379.73086627418,2.8186195826645264,1314.1295206055509,2.8186195826645264,1066.8629100084106,2.2985553772070624
642.9772918418839,0.06420545746388395,913.7931034482758,0.7512038523274476,1450.3784693019345,1.6950240770465483,,,1408.3263246425568,2.831460674157303,1347.7712363330531,2.8378812199036916,1097.1404541631625,2.324237560192616
668.2085786375105,0.04494382022471832,940.7064760302776,0.7319422150882819,1484.0201850294366,1.6886035313001604,,,1438.6038687973087,2.84430176565008,1393.187552565181,2.873194221508828,1127.4179983179145,2.3563402889245584
688.3936080740118,0.01926163723916474,967.6198486122794,0.7191011235955047,1526.0723296888143,1.6886035313001604,,,1470.5634987384358,2.8635634028892456,1421.7830109335578,2.892455858747993,1164.4238856181667,2.382022471910112
716.9890664423885,0.006420545746387063,994.5332211942809,0.7126805778491168,1574.852817493692,1.6886035313001604,,,1499.1589571068125,2.8828250401284103,1445.3322119428092,2.9149277688603528,1201.429772918419,2.4141252006420544
753.994953742641,0.012841091492775902,1023.1286795626579,0.6998394863563395,1616.9049621530698,1.6950240770465483,,,1526.0723296888143,2.9085072231139644,1473.927670311186,2.9341894060995184,1233.389402859546,2.4333868378812196
779.2262405382676,0.05136436597110716,1055.0883095037848,0.6934189406099511,1660.6391925988225,1.7014446227929372,,,1552.9857022708159,2.9277688603531296,1500.8410428931875,2.9534510433386836,1263.6669470142979,2.4590690208667736
809.5037846930195,0.07704654895666074,1080.3195962994114,0.6805778491171743,1682.506307821699,1.714285714285714,,,1578.2169890664425,2.9534510433386836,1529.4365012615644,2.9727126805778488,1292.2624053826746,2.4719101123595504
834.7350714886459,0.11556982343499111,1102.1867115222876,0.6805778491171743,,,,,1601.7661900756939,2.9727126805778488,1556.349873843566,2.9919743178170144,1317.4936921783012,2.484751203852327
856.6021867115223,0.14767255216693354,1130.7821698906644,0.6741573033707859,,,,,1620.26913372582,2.9983948635634023,1578.2169890664425,3.017656500802568,1351.1354079058033,2.491171749598716
881.8334735071489,0.16693418940609828,1164.4238856181667,0.6613162118780092,,,,,1647.182506307822,3.0240770465489564,1603.448275862069,3.0369181380417336,1381.4129520605552,2.5168539325842696
922.2035323801515,0.19261637239165275,1196.3835155592935,0.6677367576243975,,,,,1667.367535744323,3.0433386837881216,1630.3616484440706,3.062600321027287,1421.7830109335578,2.536115569823435
947.4348191757781,0.20545746388442954,1226.6610597140455,0.6548956661316208,,,,,1684.1883936080742,3.056179775280899,1660.6391925988225,3.0882825040128408,1462.15306980656,2.5553772070626
964.255677039529,0.20545746388442954,1261.9848612279227,0.6613162118780092,,,,,,,1684.1883936080742,3.1075441412520064,1492.430613961312,2.5682182985553768
992.8511354079058,0.21829855537720633,1302.3549201009253,0.6548956661316208,,,,,,,,,1522.708158116064,2.5746388443017656
1018.0824222035326,0.21187800963081838,1330.950378469302,0.6613162118780092,,,,,,,,,1551.303616484441,2.593900481540931
1044.9957947855341,0.22471910112359428,1369.6383515559294,0.6677367576243975,,,,,,,,,1579.8990748528176,2.600321027287319
1073.5912531539109,0.21829855537720633,1411.6904962153071,0.6805778491171743,,,,,,,,,1618.587047939445,2.613162118780096
1107.2329688814132,0.21187800963081838,1443.650126156434,0.6998394863563395,,,,,,,,,1652.228763666947,2.619582664526485
1135.82842724979,0.22471910112359428,1478.9739276703112,0.7191011235955047,,,,,,,,,1677.4600504625737,2.6324237560192616
1169.470142977292,0.23113964686998312,1510.9335576114381,0.7383627608346703,,,,,,,,,1690.9167367535745,2.6388443017656495
1198.0656013456687,0.24398073836276035,1552.9857022708159,0.7704654895666123,,,,,,,,,,
1238.4356602186713,0.2568218298555367,1588.309503784693,0.7961476725521663,,,,,,,,,,
1275.4415475189237,0.26966292134831393,1621.9512195121952,0.8218298555377204,,,,,,,,,,
1302.3549201009253,0.2792937399678972,1660.6391925988225,0.8603531300160507,,,,,,,,,,
1325.9041211101767,0.2889245585874791,1687.5525651808243,0.873194221508828,,,,,,,,,,
1344.4070647603028,0.2889245585874791,,,,,,,,,,,,
1362.9100084104289,0.30176565008025635,,,,,,,,,,,,
1389.8233809924307,0.30176565008025635,,,,,,,,,,,,
1411.6904962153071,0.3146067415730336,,,,,,,,,,,,
1441.968040370059,0.32744783306580993,,,,,,,,,,,,
1475.609756097561,0.3402889245585867,,,,,,,,,,,,
1504.2052144659378,0.3402889245585867,,,,,,,,,,,,
1539.529015979815,0.35313001605136396,,,,,,,,,,,,
1564.7603027754415,0.35313001605136396,,,,,,,,,,,,
1591.6736753574435,0.3595505617977519,,,,,,,,,,,,
1616.9049621530698,0.3659711075441403,,,,,,,,,,,,
1637.0899915895714,0.37239165329052915,,,,,,,,,,,,
1665.685449957948,0.37881219903691754,,,,,,,,,,,,
1684.1883936080742,0.37881219903691754,,,,,,,,,,,,
