Pd034,,Pd042,,Pd052,,Pd073,,Pd,
X,Y,X,Y,X,Y,X,Y,X,Y
797.0123022847101,-0.02789317507418404,735.5008787346222,-0.02789317507418404,607.2056239015817,-0.010089020771513413,487.69771528998245,0.04925816023738866,398.0667838312829,0.15727002967359044
828.6467486818981,-0.032640949554896215,758.3479789103692,-0.032640949554896215,656.414762741652,-0.025519287833827953,500,0.0421364985163204,415.6414762741652,0.1537091988130563
870.8260105448156,-0.03620178041543032,786.4674868189808,-0.03620178041543032,681.0193321616872,-0.03145400593471817,514.0597539543058,0.03738872403560825,424.42882249560637,0.15133531157270022
911.2478031634447,-0.03916913946587541,812.8295254833041,-0.04094955489614249,700.3514938488577,-0.035014836795252274,524.6045694200351,0.03145400593471803,406.8541300527241,0.1560830860534124
944.6397188049211,-0.04332344213649858,840.9490333919158,-0.04688427299703268,724.9560632688929,-0.04213649851632051,535.1493848857644,0.02433234421364977,431.45869947275924,0.14540059347181
997.3637961335678,-0.04688427299703268,863.7961335676627,-0.05163204747774486,747.8031634446398,-0.048071216617210755,545.6942003514939,0.01839762611275958,438.4885764499121,0.1394658753709198
1037.7855887521969,-0.05163204747774486,888.4007029876977,-0.05637982195845703,774.1652021089632,-0.05519287833827896,557.9964850615114,0.011275964391691318,445.518453427065,0.13471810089020764
1064.1476274165202,-0.05637982195845703,914.7627416520212,-0.06112759643916921,784.7100175746925,-0.05637982195845703,570.2987697715291,0.0017804154302669684,454.30579964850614,0.12997032640949546
1099.2970123022847,-0.05875370919881312,935.8523725834798,-0.06587537091988138,804.042179261863,-0.059940652818991136,583.4797891036905,-0.004154302670623056,459.5782073813708,0.1252225519287833
1127.4165202108966,-0.06231454005934722,953.4270650263621,-0.06943620178041549,825.1318101933216,-0.06587537091988138,600.175746924429,-0.011275964391691456,468.36555360281193,0.11572700296735898
1159.0509666080843,-0.06468842729970331,972.7592267135325,-0.07418397626112766,842.7065026362039,-0.07062314540059356,623.0228471001758,-0.024925816023738806,477.1528998242531,0.10623145400593466
1192.442882249561,-0.06824925816023747,997.3637961335678,-0.08011869436201785,858.5237258347979,-0.07418397626112766,610.7205623901582,-0.01839762611275969,484.182776801406,0.09554896142433228
1220.562390158172,-0.07181008902077157,1020.2108963093148,-0.08486646884273003,879.6133567662566,-0.08011869436201785,637.0826010544815,-0.03145400593471817,494.72759226713526,0.08486646884272991
1250.4393673110721,-0.07418397626112766,1048.3304042179261,-0.09080118694362022,895.4305799648507,-0.08486646884273003,651.1423550087874,-0.03976261127596442,503.5149384885765,0.07299703264094948
1283.8312829525485,-0.07655786350148375,1067.662565905097,-0.09554896142433239,913.005272407733,-0.08842729970326418,666.9595782073814,-0.04688427299703268,512.3022847100176,0.06112759643916907
1322.4956063268896,-0.08011869436201785,1092.2671353251317,-0.10267062314540065,937.6098418277682,-0.09554896142433239,681.0193321616872,-0.05163204747774486,522.847100175747,0.048071216617210616
1350.615114235501,-0.08367952522255201,1109.8418277680144,-0.10741839762611283,958.6994727592268,-0.09910979228486655,691.5641476274166,-0.059940652818991136,533.3919156414763,0.03738872403560825
1382.2495606326893,-0.0860534124629081,1127.4165202108966,-0.112166172106825,976.2741652021091,-0.10504451038575674,710.896309314587,-0.0670623145400594,545.6942003514939,0.02433234421364977
1415.6414762741651,-0.08842729970326418,1146.748681898067,-0.1157270029673591,993.8488576449913,-0.11097922848664693,726.713532513181,-0.07299703264094959,580.8435852372584,-0.023145400593471865
1452.5483304042182,-0.09080118694362022,1166.0808435852373,-0.1216617210682493,1016.6959578207383,-0.11691394658753718,740.7732864674869,-0.0771513353115727,572.0562390158173,-0.010089020771513413
1487.6977152899826,-0.09198813056379829,1188.9279437609844,-0.12759643916913954,1041.3005272407731,-0.12403560830860538,760.1054481546573,-0.08367952522255201,556.2390158172233,0.005341246290801099
1524.6045694200352,-0.09554896142433239,1210.0175746924428,-0.13353115727002973,1064.1476274165202,-0.12878338278931756,775.9226713532513,-0.09080118694362027,593.145869947276,-0.032640949554896215
1554.4815465729353,-0.09673590504451046,1229.3497363796132,-0.13946587537091992,1079.9648506151143,-0.13590504451038582,791.7398945518454,-0.09554896142433233,607.2056239015817,-0.044510385756676596
1594.9033391915646,-0.09910979228486655,1245.1669595782078,-0.1442136498516321,1099.2970123022847,-0.141839762611276,804.042179261863,-0.09910979228486655,621.2653778558876,-0.05519287833827896
1630.052724077329,-0.10089020771513363,1264.499121265378,-0.14777448071216626,1111.5992970123025,-0.14540059347181017,825.1318101933216,-0.10741839762611283,642.3550087873463,-0.07062314540059356
1666.9595782073816,-0.10267062314540065,1283.8312829525485,-0.15370919881305645,1129.1739894551847,-0.15133531157270036,849.7363796133568,-0.11335311572700302,665.2021089630932,-0.08249258160237394
