Opt.,Const.,of,B-Spline,vs.,nm
Wavelength_(nm),n_5_gold,k_5_gold,n_20_Pd,k_20_Pd,n_MS_9_to_17,k_MS_9_to_17
584.000000,0.015541,3.194001,1.869847,4.117740,2.047074,3.816644,
585.000000,0.014490,3.207541,1.872456,4.123231,2.048963,3.821773,
586.000000,0.013496,3.221008,1.875062,4.128723,2.050850,3.826901,
587.000000,0.012556,3.234402,1.877666,4.134215,2.052736,3.832031,
588.000000,0.011668,3.247724,1.880269,4.139708,2.054619,3.837161,
589.000000,0.010830,3.260974,1.882870,4.145202,2.056502,3.842292,
590.000000,0.010039,3.274153,1.885470,4.150696,2.058383,3.847423,
591.000000,0.009295,3.287262,1.888069,4.156190,2.060263,3.852556,
592.000000,0.008593,3.300300,1.890669,4.161686,2.062142,3.857689,
593.000000,0.007934,3.313269,1.893268,4.167182,2.064021,3.862823,
594.000000,0.007314,3.326170,1.895869,4.172678,2.065900,3.867959,
595.000000,0.006732,3.339003,1.898470,4.178175,2.067779,3.873095,
596.000000,0.006187,3.351768,1.901072,4.183672,2.069658,3.878232,
597.000000,0.005676,3.364467,1.903677,4.189170,2.071538,3.883369,
598.000000,0.005198,3.377101,1.906283,4.194667,2.073418,3.888508,
599.000000,0.004751,3.389671,1.908893,4.200164,2.075300,3.893647,
600.000000,0.004333,3.402176,1.911505,4.205661,2.077183,3.898787,
601.000000,0.003944,3.414618,1.914120,4.211156,2.079067,3.903927,
602.000000,0.003581,3.426999,1.916740,4.216651,2.080953,3.909068,
603.000000,0.003244,3.439318,1.919364,4.222145,2.082841,3.914208,
604.000000,0.002931,3.451577,1.921992,4.227636,2.084732,3.919348,
605.000000,0.002640,3.463777,1.924626,4.233125,2.086625,3.924489,
606.000000,0.002371,3.475919,1.927266,4.238610,2.088521,3.929627,
607.000000,0.002122,3.488004,1.929911,4.244091,2.090421,3.934765,
608.000000,0.001892,3.500033,1.932561,4.249566,2.092323,3.939901,
609.000000,0.001681,3.512007,1.935216,4.255036,2.094227,3.945034,
610.000000,0.001487,3.523926,1.937875,4.260499,2.096135,3.950165,
611.000000,0.001309,3.535792,1.940539,4.265956,2.098044,3.955294,
612.000000,0.001148,3.547605,1.943206,4.271407,2.099956,3.960419,
613.000000,0.001001,3.559366,1.945877,4.276849,2.101870,3.965542,
614.000000,0.000867,3.571077,1.948552,4.282284,2.103786,3.970661,
615.000000,0.000747,3.582737,1.951229,4.287711,2.105704,3.975777,
616.000000,0.000639,3.594348,1.953908,4.293130,2.107624,3.980889,
617.000000,0.000542,3.605911,1.956590,4.298541,2.109545,3.985997,
618.000000,0.000457,3.617426,1.959274,4.303943,2.111468,3.991102,
619.000000,0.000381,3.628895,1.961959,4.309336,2.113391,3.996203,
620.000000,0.000314,3.640317,1.964645,4.314721,2.115316,4.001299,
621.000000,0.000256,3.651694,1.967332,4.320096,2.117242,4.006392,
622.000000,0.000206,3.663027,1.970020,4.325463,2.119168,4.011481,
623.000000,0.000163,3.674316,1.972707,4.330821,2.121095,4.016565,
624.000000,0.000127,3.685562,1.975394,4.336169,2.123022,4.021645,
625.000000,0.000096,3.696767,1.978080,4.341508,2.124949,4.026721,
626.000000,0.000071,3.707930,1.980765,4.346839,2.126876,4.031792,
627.000000,0.000051,3.719052,1.983449,4.352160,2.128803,4.036860,
628.000000,0.000036,3.730135,1.986130,4.357473,2.130730,4.041923,
629.000000,0.000023,3.741179,1.988810,4.362777,2.132656,4.046981,
630.000000,0.000015,3.752187,1.991487,4.368072,2.134581,4.052035,
631.000000,0.000008,3.763141,1.994160,4.373358,2.136505,4.057085,
632.000000,0.000004,3.774085,1.996831,4.378635,2.138428,4.062131,
633.000000,0.000002,3.784959,1.999498,4.383904,2.140350,4.067173,
634.000000,0.000001,3.795408,2.002160,4.389166,2.142270,4.072210,
635.000000,0.000001,3.805130,2.004818,4.394420,2.144189,4.077244,
636.000000,0.000000,3.814109,2.007471,4.399666,2.146105,4.082274,
637.000000,0.000001,3.825123,2.010118,4.404906,2.148019,4.087300,
638.000000,0.000001,3.839077,2.012760,4.410139,2.149931,4.092324,
639.000000,0.000001,3.849394,2.015396,4.415368,2.151840,4.097344,
640.000000,0.000001,3.862525,2.018027,4.420591,2.153748,4.102362,
641.000000,0.000001,3.872163,2.020653,4.425810,2.155653,4.107377,
642.000000,0.000001,3.878484,2.023273,4.431025,2.157556,4.112390,
643.000000,0.000001,3.893607,2.025889,4.436235,2.159457,4.117400,
644.000000,0.000001,3.905408,2.028500,4.441442,2.161355,4.122408,
645.000000,0.000001,3.914018,2.031106,4.446646,2.163252,4.127414,
646.000000,0.000001,3.925415,2.033709,4.451847,2.165147,4.132419,
647.000000,0.000001,3.933776,2.036306,4.457045,2.167039,4.137421,
648.000000,0.000001,3.945001,2.038900,4.462240,2.168930,4.142422,
649.000000,0.000001,3.953336,2.041490,4.467432,2.170819,4.147421,
650.000000,0.000001,3.964653,2.044076,4.472622,2.172706,4.152419,
651.000000,0.000001,3.973237,2.046659,4.477810,2.174592,4.157414,
652.000000,0.000001,3.984945,2.049238,4.482996,2.176475,4.162409,
653.000000,0.000001,3.999902,2.051814,4.488180,2.178357,4.167403,
654.000000,0.000001,4.012396,2.054388,4.493362,2.180238,4.172394,
655.000000,0.000001,4.016598,2.056958,4.498542,2.182117,4.177385,
656.000000,0.000001,4.030215,2.059526,4.503721,2.183995,4.182374,
657.000000,0.000001,4.041610,2.062091,4.508897,2.185871,4.187363,
658.000000,0.000001,4.038825,2.064654,4.514072,2.187746,4.192350,
659.000000,0.000001,4.057911,2.067215,4.519246,2.189620,4.197336,
660.000000,0.000001,4.062901,2.069775,4.524418,2.191492,4.202321,
661.000000,0.000001,4.078217,2.072332,4.529589,2.193364,4.207305,
662.000000,0.000001,4.091795,2.074888,4.534758,2.195234,4.212288,
663.000000,0.000001,4.103667,2.077443,4.539926,2.197103,4.217270,
664.000000,0.000001,4.113864,2.079997,4.545092,2.198972,4.222250,
665.000000,0.000001,4.122420,2.082549,4.550257,2.200839,4.227231,
666.000000,0.000001,4.129358,2.085101,4.555420,2.202705,4.232210,
667.000000,0.000001,4.134711,2.087652,4.560582,2.204571,4.237188,
668.000000,0.000001,4.152378,2.090203,4.565742,2.206436,4.242165,
669.000000,0.000001,4.169054,2.092753,4.570901,2.208300,4.247141,
670.000000,0.000001,4.170231,2.095304,4.576058,2.210163,4.252117,
671.000000,0.000001,4.184704,2.097854,4.581213,2.212026,4.257091,
672.000000,0.000000,4.183297,2.100405,4.586366,2.213888,4.262065,
673.000000,0.000000,4.196194,2.102956,4.591517,2.215750,4.267038,
674.000000,0.000000,4.208968,2.105507,4.596666,2.217611,4.272010,
675.000000,0.000000,4.221955,2.108059,4.601812,2.219472,4.276981,
676.000000,0.000000,4.218928,2.110612,4.606956,2.221332,4.281951,
677.000000,0.000000,4.232945,2.113165,4.612096,2.223192,4.286921,
678.000000,0.000000,4.248237,2.115718,4.617234,2.225052,4.291890,
679.000000,0.000000,4.265192,2.118272,4.622369,2.226911,4.296857,
680.000000,0.000000,4.265866,2.120826,4.627501,2.228770,4.301825,
681.000000,0.000000,4.268130,2.123381,4.632630,2.230630,4.306790,
682.000000,0.000000,4.291365,2.125937,4.637756,2.232489,4.311756,
683.000000,0.000000,4.298245,2.128493,4.642879,2.234348,4.316720,
684.000000,0.000000,4.307820,2.131050,4.647999,2.236207,4.321683,
685.000000,0.000000,4.320483,2.133607,4.653115,2.238066,4.326646,
686.000000,0.000000,4.336626,2.136165,4.658228,2.239925,4.331608,
687.000000,0.000000,4.335454,2.138723,4.663337,2.241785,4.336568,
688.000000,0.000000,4.359249,2.141282,4.668443,2.243644,4.341528,
689.000000,0.000000,4.365750,2.143842,4.673545,2.245504,4.346487,
690.000000,0.000000,4.376498,2.146402,4.678644,2.247364,4.351445,
691.000000,0.000000,4.369600,2.148962,4.683739,2.249224,4.356401,
692.000000,0.000000,4.389542,2.151524,4.688830,2.251085,4.361357,
693.000000,0.000000,4.392153,2.154085,4.693917,2.252946,4.366312,
694.000000,0.000000,4.399933,2.156648,4.699001,2.254808,4.371265,
695.000000,0.000000,4.413132,2.159211,4.704080,2.256670,4.376217,
696.000000,0.000000,4.432010,2.161775,4.709156,2.258532,4.381169,
697.000000,0.000000,4.434240,2.164339,4.714227,2.260395,4.386118,
698.000000,0.000000,4.442665,2.166903,4.719295,2.262259,4.391068,
699.000000,0.000000,4.457418,2.169469,4.724358,2.264123,4.396015,
700.000000,0.000000,4.456845,2.172035,4.729417,2.265988,4.400961,
701.000000,0.000000,4.484736,2.174601,4.734472,2.267854,4.405906,
702.000000,0.000000,4.476875,2.177168,4.739523,2.269721,4.410849,
703.000000,0.000000,4.497482,2.179736,4.744569,2.271588,4.415791,
704.000000,0.000000,4.504912,2.182304,4.749611,2.273456,4.420732,
705.000000,0.000000,4.500556,2.184872,4.754648,2.275325,4.425671,
706.000000,0.000000,4.523729,2.187442,4.759681,2.277195,4.430608,
707.000000,0.000000,4.535781,2.190012,4.764709,2.279066,4.435544,
708.000000,0.000000,4.538125,2.192582,4.769733,2.280937,4.440477,
709.000000,0.000000,4.549408,2.195153,4.774752,2.282810,4.445409,
710.000000,0.000000,4.556616,2.197725,4.779766,2.284684,4.450340,
711.000000,0.000001,4.569926,2.200297,4.784774,2.286560,4.455268,
712.000000,0.000001,4.579920,2.202870,4.789778,2.288436,4.460194,
713.000000,0.000001,4.588295,2.205443,4.794776,2.290313,4.465117,
714.000000,0.000002,4.598090,2.208016,4.799769,2.292192,4.470038,
715.000000,0.000004,4.607524,2.210590,4.804757,2.294071,4.474957,
716.000000,0.000006,4.616965,2.213164,4.809739,2.295951,4.479873,
717.000000,0.000009,4.626428,2.215738,4.814715,2.297832,4.484786,
718.000000,0.000012,4.635941,2.218312,4.819686,2.299714,4.489696,
719.000000,0.000017,4.645431,2.220886,4.824651,2.301597,4.494604,
720.000000,0.000022,4.654904,2.223459,4.829610,2.303480,4.499508,
721.000000,0.000029,4.664375,2.226032,4.834563,2.305364,4.504410,
722.000000,0.000037,4.673842,2.228604,4.839510,2.307248,4.509309,
723.000000,0.000046,4.683300,2.231176,4.844452,2.309132,4.514205,
724.000000,0.000057,4.692752,2.233747,4.849388,2.311017,4.519097,
725.000000,0.000069,4.702198,2.236317,4.854317,2.312902,4.523987,
726.000000,0.000082,4.711638,2.238886,4.859241,2.314787,4.528873,
727.000000,0.000098,4.721073,2.241454,4.864159,2.316672,4.533757,
728.000000,0.000115,4.730501,2.244021,4.869071,2.318558,4.538637,
729.000000,0.000133,4.739923,2.246587,4.873977,2.320443,4.543514,
730.000000,0.000154,4.749341,2.249151,4.878877,2.322328,4.548388,
731.000000,0.000176,4.758752,2.251714,4.883771,2.324213,4.553259,
732.000000,0.000201,4.768158,2.254275,4.888659,2.326097,4.558126,
733.000000,0.000227,4.777559,2.256834,4.893542,2.327981,4.562991,
734.000000,0.000256,4.786954,2.259392,4.898419,2.329865,4.567852,
735.000000,0.000287,4.796343,2.261947,4.903290,2.331747,4.572710,
736.000000,0.000320,4.805728,2.264500,4.908155,2.333630,4.577565,
737.000000,0.000355,4.815107,2.267051,4.913014,2.335511,4.582416,
738.000000,0.000393,4.824481,2.269600,4.917868,2.337392,4.587265,
739.000000,0.000433,4.833849,2.272147,4.922716,2.339272,4.592110,
740.000000,0.000476,4.843213,2.274691,4.927558,2.341151,4.596952,
741.000000,0.000521,4.852571,2.277232,4.932395,2.343029,4.601791,
742.000000,0.000569,4.861925,2.279770,4.937227,2.344905,4.606627,
743.000000,0.000619,4.871273,2.282306,4.942053,2.346781,4.611460,
744.000000,0.000672,4.880616,2.284838,4.946874,2.348655,4.616291,
745.000000,0.000728,4.889955,2.287368,4.951690,2.350527,4.621118,
746.000000,0.000787,4.899288,2.289894,4.956500,2.352398,4.625942,
747.000000,0.000848,4.908617,2.292417,4.961305,2.354268,4.630764,
748.000000,0.000912,4.917941,2.294937,4.966106,2.356136,4.635582,
749.000000,0.000979,4.927260,2.297452,4.970901,2.358002,4.640398,
750.000000,0.001049,4.936575,2.299964,4.975692,2.359866,4.645212,
751.000000,0.001122,4.945885,2.302473,4.980479,2.361728,4.650023,
752.000000,0.001198,4.955190,2.304977,4.985261,2.363589,4.654831,
753.000000,0.001277,4.964491,2.307477,4.990038,2.365446,4.659637,
754.000000,0.001360,4.973787,2.309972,4.994812,2.367302,4.664441,
755.000000,0.001445,4.983079,2.312464,4.999583,2.369155,4.669243,
756.000000,0.001534,4.992367,2.314950,5.004350,2.371006,4.674044,
757.000000,0.001626,5.001651,2.317433,5.009115,2.372854,4.678843,
758.000000,0.001721,5.010931,2.319911,5.013876,2.374700,4.683641,
759.000000,0.001820,5.020206,2.322386,5.018636,2.376544,4.688438,
760.000000,0.001923,5.029477,2.324857,5.023393,2.378386,4.693234,
761.000000,0.002029,5.038744,2.327324,5.028148,2.380226,4.698029,
762.000000,0.002140,5.048007,2.329787,5.032901,2.382064,4.702823,
763.000000,0.002254,5.057266,2.332247,5.037652,2.383900,4.707617,
764.000000,0.002373,5.066521,2.334704,5.042401,2.385734,4.712409,
765.000000,0.002495,5.075772,2.337157,5.047149,2.387567,4.717202,
766.000000,0.002622,5.085018,2.339607,5.051896,2.389398,4.721994,
767.000000,0.002753,5.094261,2.342055,5.056641,2.391227,4.726786,
768.000000,0.002889,5.103498,2.344500,5.061385,2.393055,4.731577,
769.000000,0.003029,5.112732,2.346942,5.066127,2.394882,4.736368,
770.000000,0.003174,5.121962,2.349381,5.070869,2.396708,4.741159,
771.000000,0.003323,5.131188,2.351819,5.075609,2.398532,4.745949,
772.000000,0.003476,5.140409,2.354254,5.080348,2.400356,4.750740,
773.000000,0.003635,5.149626,2.356687,5.085087,2.402178,4.755530,
774.000000,0.003798,5.158838,2.359118,5.089825,2.404000,4.760321,
775.000000,0.003967,5.168046,2.361547,5.094561,2.405820,4.765111,
776.000000,0.004140,5.177249,2.363975,5.099297,2.407640,4.769901,
777.000000,0.004318,5.186449,2.366401,5.104032,2.409460,4.774692,
778.000000,0.004501,5.195643,2.368826,5.108766,2.411279,4.779482,
779.000000,0.004689,5.204833,2.371250,5.113499,2.413097,4.784272,
780.000000,0.004883,5.214018,2.373673,5.118231,2.414916,4.789063,
781.000000,0.005081,5.223199,2.376095,5.122962,2.416734,4.793853,
782.000000,0.005285,5.232375,2.378516,5.127693,2.418551,4.798643,
783.000000,0.005494,5.241545,2.380936,5.132423,2.420369,4.803434,
784.000000,0.005709,5.250711,2.383356,5.137152,2.422186,4.808224,
785.000000,0.005929,5.259872,2.385776,5.141880,2.424004,4.813015,
786.000000,0.006154,5.269029,2.388195,5.146607,2.425822,4.817805,
787.000000,0.006385,5.278180,2.390614,5.151333,2.427640,4.822596,
788.000000,0.006621,5.287325,2.393034,5.156059,2.429459,4.827386,
789.000000,0.006863,5.296466,2.395453,5.160783,2.431278,4.832177,
790.000000,0.007110,5.305601,2.397872,5.165506,2.433097,4.836967,
791.000000,0.007363,5.314731,2.400293,5.170228,2.434917,4.841757,
792.000000,0.007622,5.323855,2.402713,5.174949,2.436738,4.846547,
793.000000,0.007886,5.332974,2.405135,5.179669,2.438559,4.851337,
794.000000,0.008156,5.342087,2.407557,5.184387,2.440381,4.856127,
795.000000,0.008431,5.351194,2.409980,5.189104,2.442204,4.860916,
796.000000,0.008713,5.360296,2.412405,5.193820,2.444028,4.865705,
797.000000,0.009000,5.369391,2.414830,5.198534,2.445853,4.870494,
798.000000,0.009293,5.378480,2.417257,5.203246,2.447680,4.875283,
799.000000,0.009592,5.387564,2.419686,5.207957,2.449507,4.880071,
800.000000,0.009896,5.396640,2.422116,5.212665,2.451337,4.884858,
801.000000,0.010207,5.405711,2.424548,5.217372,2.453167,4.889645,
802.000000,0.010523,5.414774,2.426982,5.222076,2.454999,4.894431,
803.000000,0.010845,5.423831,2.429419,5.226779,2.456832,4.899216,
804.000000,0.011173,5.432880,2.431857,5.231478,2.458668,4.904001,
805.000000,0.011507,5.441923,2.434298,5.236174,2.460505,4.908784,
806.000000,0.011846,5.450957,2.436741,5.240867,2.462343,4.913566,
807.000000,0.012191,5.459984,2.439187,5.245557,2.464184,4.918346,
808.000000,0.012541,5.469003,2.441634,5.250243,2.466026,4.923125,
809.000000,0.012895,5.478014,2.444084,5.254925,2.467870,4.927903,
810.000000,0.013255,5.487018,2.446536,5.259603,2.469715,4.932679,
811.000000,0.013619,5.496013,2.448989,5.264277,2.471562,4.937452,
812.000000,0.013988,5.505000,2.451445,5.268946,2.473411,4.942225,
813.000000,0.014361,5.513978,2.453902,5.273611,2.475260,4.946994,
814.000000,0.014738,5.522950,2.456361,5.278271,2.477112,4.951762,
815.000000,0.015119,5.531912,2.458822,5.282927,2.478965,4.956528,
816.000000,0.015505,5.540866,2.461284,5.287578,2.480819,4.961292,
817.000000,0.015894,5.549812,2.463748,5.292223,2.482675,4.966053,
818.000000,0.016286,5.558750,2.466213,5.296865,2.484532,4.970813,
819.000000,0.016682,5.567680,2.468679,5.301500,2.486390,4.975570,
820.000000,0.017082,5.576602,2.471147,5.306131,2.488250,4.980324,
821.000000,0.017484,5.585515,2.473616,5.310756,2.490110,4.985076,
822.000000,0.017890,5.594419,2.476086,5.315376,2.491972,4.989826,
823.000000,0.018299,5.603316,2.478557,5.319991,2.493835,4.994573,
824.000000,0.018710,5.612204,2.481028,5.324600,2.495699,4.999318,
825.000000,0.019124,5.621084,2.483501,5.329204,2.497564,5.004060,
826.000000,0.019541,5.629956,2.485974,5.333802,2.499430,5.008799,
827.000000,0.019960,5.638820,2.488448,5.338394,2.501297,5.013535,
828.000000,0.020382,5.647676,2.490922,5.342981,2.503165,5.018270,
829.000000,0.020806,5.656523,2.493397,5.347562,2.505033,5.023001,
830.000000,0.021232,5.665362,2.495872,5.352137,2.506902,5.027729,
831.000000,0.021660,5.674194,2.498347,5.356706,2.508772,5.032455,
832.000000,0.022089,5.683017,2.500823,5.361269,2.510643,5.037178,
833.000000,0.022521,5.691833,2.503299,5.365827,2.512515,5.041898,
834.000000,0.022954,5.700640,2.505774,5.370378,2.514387,5.046615,
835.000000,0.023389,5.709440,2.508250,5.374924,2.516259,5.051329,
836.000000,0.023825,5.718232,2.510726,5.379463,2.518132,5.056040,
837.000000,0.024263,5.727015,2.513201,5.383996,2.520006,5.060749,
838.000000,0.024702,5.735792,2.515676,5.388524,2.521880,5.065454,
839.000000,0.025142,5.744561,2.518151,5.393044,2.523754,5.070157,
840.000000,0.025583,5.753322,2.520625,5.397560,2.525629,5.074857,
841.000000,0.026025,5.762075,2.523099,5.402069,2.527503,5.079554,
842.000000,0.026468,5.770821,2.525572,5.406571,2.529379,5.084247,
843.000000,0.026911,5.779559,2.528044,5.411068,2.531254,5.088938,
844.000000,0.027356,5.788291,2.530516,5.415558,2.533129,5.093626,
845.000000,0.027801,5.797014,2.532986,5.420043,2.535005,5.098310,
846.000000,0.028247,5.805730,2.535456,5.424520,2.536880,5.102992,
847.000000,0.028693,5.814440,2.537925,5.428992,2.538756,5.107671,
848.000000,0.029139,5.823142,2.540393,5.433457,2.540631,5.112347,
849.000000,0.029586,5.831837,2.542859,5.437916,2.542507,5.117019,
850.000000,0.030033,5.840525,2.545325,5.442369,2.544382,5.121689,
851.000000,0.030480,5.849206,2.547789,5.446816,2.546257,5.126356,
852.000000,0.030927,5.857881,2.550251,5.451256,2.548132,5.131020,
853.000000,0.031374,5.866549,2.552713,5.455690,2.550006,5.135680,
854.000000,0.031821,5.875209,2.555172,5.460118,2.551880,5.140338,
855.000000,0.032268,5.883863,2.557631,5.464540,2.553754,5.144993,
856.000000,0.032714,5.892511,2.560087,5.468956,2.555627,5.149645,
857.000000,0.033161,5.901153,2.562542,5.473364,2.557500,5.154294,
858.000000,0.033606,5.909788,2.564995,5.477767,2.559372,5.158940,
859.000000,0.034052,5.918417,2.567446,5.482163,2.561244,5.163583,
860.000000,0.034497,5.927040,2.569896,5.486554,2.563115,5.168223,
861.000000,0.034941,5.935657,2.572343,5.490938,2.564986,5.172861,
862.000000,0.035385,5.944268,2.574788,5.495315,2.566855,5.177496,
863.000000,0.035829,5.952874,2.577231,5.499686,2.568724,5.182128,
864.000000,0.036271,5.961473,2.579672,5.504051,2.570592,5.186758,
865.000000,0.036714,5.970068,2.582110,5.508410,2.572459,5.191385,
866.000000,0.037156,5.978657,2.584547,5.512762,2.574326,5.196009,
867.000000,0.037597,5.987240,2.586980,5.517108,2.576192,5.200631,
868.000000,0.038038,5.995819,2.589411,5.521448,2.578057,5.205250,
869.000000,0.038478,6.004392,2.591840,5.525782,2.579921,5.209867,
870.000000,0.038918,6.012959,2.594266,5.530108,2.581785,5.214481,
871.000000,0.039357,6.021522,2.596689,5.534430,2.583648,5.219093,
872.000000,0.039796,6.030079,2.599109,5.538744,2.585510,5.223703,
873.000000,0.040234,6.038632,2.601526,5.543053,2.587371,5.228310,
874.000000,0.040672,6.047180,2.603941,5.547355,2.589231,5.232914,
875.000000,0.041109,6.055722,2.606352,5.551651,2.591090,5.237516,
876.000000,0.041546,6.064260,2.608760,5.555942,2.592949,5.242116,
877.000000,0.041982,6.072793,2.611165,5.560225,2.594807,5.246714,
878.000000,0.042418,6.081322,2.613566,5.564503,2.596664,5.251309,
879.000000,0.042853,6.089846,2.615964,5.568775,2.598520,5.255902,
880.000000,0.043288,6.098365,2.618359,5.573041,2.600375,5.260492,
881.000000,0.043722,6.106879,2.620749,5.577301,2.602230,5.265080,
882.000000,0.044156,6.115389,2.623137,5.581555,2.604084,5.269667,
883.000000,0.044589,6.123895,2.625521,5.585803,2.605936,5.274250,
884.000000,0.045022,6.132396,2.627901,5.590045,2.607788,5.278831,
885.000000,0.045454,6.140893,2.630277,5.594281,2.609639,5.283411,
886.000000,0.045886,6.149385,2.632649,5.598512,2.611489,5.287988,
887.000000,0.046317,6.157873,2.635017,5.602736,2.613338,5.292562,
888.000000,0.046747,6.166357,2.637382,5.606955,2.615187,5.297135,
889.000000,0.047178,6.174836,2.639742,5.611168,2.617034,5.301706,
890.000000,0.047607,6.183311,2.642097,5.615376,2.618881,5.306274,
891.000000,0.048036,6.191783,2.644449,5.619578,2.620726,5.310840,
892.000000,0.048465,6.200250,2.646797,5.623775,2.622571,5.315404,
893.000000,0.048893,6.208713,2.649140,5.627965,2.624414,5.319966,
894.000000,0.049321,6.217172,2.651478,5.632151,2.626257,5.324526,
895.000000,0.049748,6.225627,2.653812,5.636331,2.628099,5.329083,
896.000000,0.050174,6.234078,2.656142,5.640505,2.629940,5.333639,
897.000000,0.050600,6.242526,2.658466,5.644675,2.631780,5.338192,
898.000000,0.051026,6.250969,2.660786,5.648839,2.633619,5.342743,
899.000000,0.051451,6.259408,2.663102,5.652998,2.635457,5.347293,
900.000000,0.051875,6.267844,2.665412,5.657152,2.637294,5.351840,
901.000000,0.052299,6.276276,2.667718,5.661300,2.639130,5.356385,
902.000000,0.052723,6.284704,2.670018,5.665444,2.640966,5.360928,
903.000000,0.053146,6.293128,2.672314,5.669582,2.642800,5.365469,
904.000000,0.053568,6.301549,2.674604,5.673716,2.644633,5.370008,
905.000000,0.053990,6.309967,2.676889,5.677845,2.646465,5.374546,
906.000000,0.054412,6.318380,2.679169,5.681969,2.648296,5.379081,
907.000000,0.054833,6.326790,2.681444,5.686088,2.650126,5.383614,
908.000000,0.055253,6.335196,2.683713,5.690202,2.651956,5.388145,
909.000000,0.055673,6.343600,2.685977,5.694312,2.653784,5.392674,
910.000000,0.056092,6.351999,2.688236,5.698418,2.655611,5.397202,
911.000000,0.056511,6.360395,2.690489,5.702518,2.657437,5.401727,
912.000000,0.056930,6.368788,2.692736,5.706615,2.659262,5.406250,
913.000000,0.057348,6.377178,2.694978,5.710707,2.661086,5.410772,
914.000000,0.057765,6.385563,2.697213,5.714795,2.662909,5.415292,
915.000000,0.058182,6.393946,2.699443,5.718879,2.664731,5.419809,
916.000000,0.058598,6.402326,2.701668,5.722959,2.666551,5.424325,
917.000000,0.059014,6.410702,2.703886,5.727035,2.668371,5.428839,
918.000000,0.059429,6.419075,2.706098,5.731106,2.670189,5.433352,
919.000000,0.059844,6.427445,2.708304,5.735174,2.672007,5.437862,
920.000000,0.060258,6.435812,2.710504,5.739238,2.673823,5.442371,
921.000000,0.060672,6.444175,2.712698,5.743299,2.675638,5.446877,
922.000000,0.061085,6.452536,2.714885,5.747356,2.677452,5.451383,
923.000000,0.061498,6.460894,2.717066,5.751410,2.679265,5.455886,
924.000000,0.061910,6.469248,2.719240,5.755461,2.681077,5.460388,
925.000000,0.062321,6.477600,2.721408,5.759508,2.682887,5.464888,
926.000000,0.062733,6.485949,2.723570,5.763553,2.684696,5.469386,
927.000000,0.063143,6.494294,2.725724,5.767595,2.686504,5.473883,
928.000000,0.063553,6.502637,2.727873,5.771635,2.688311,5.478377,
929.000000,0.063963,6.510977,2.730015,5.775672,2.690117,5.482871,
930.000000,0.064372,6.519315,2.732150,5.779707,2.691921,5.487363,
931.000000,0.064781,6.527649,2.734279,5.783741,2.693725,5.491854,
932.000000,0.065189,6.535981,2.736402,5.787772,2.695527,5.496343,
933.000000,0.065597,6.544310,2.738518,5.791801,2.697328,5.500830,
934.000000,0.066004,6.552637,2.740628,5.795829,2.699128,5.505316,
935.000000,0.066411,6.560960,2.742732,5.799856,2.700927,5.509801,
936.000000,0.066818,6.569282,2.744830,5.803881,2.702725,5.514284,
937.000000,0.067224,6.577600,2.746922,5.807904,2.704522,5.518766,
938.000000,0.067629,6.585916,2.749008,5.811926,2.706318,5.523246,
939.000000,0.068035,6.594230,2.751088,5.815947,2.708112,5.527726,
940.000000,0.068439,6.602540,2.753162,5.819967,2.709906,5.532203,
941.000000,0.068844,6.610849,2.755230,5.823986,2.711699,5.536680,
942.000000,0.069248,6.619155,2.757293,5.828004,2.713490,5.541155,
943.000000,0.069652,6.627458,2.759349,5.832021,2.715281,5.545629,
944.000000,0.070055,6.635759,2.761400,5.836037,2.717071,5.550101,
945.000000,0.070458,6.644058,2.763446,5.840053,2.718859,5.554572,
946.000000,0.070861,6.652354,2.765486,5.844068,2.720647,5.559042,
947.000000,0.071263,6.660647,2.767521,5.848082,2.722433,5.563510,
948.000000,0.071665,6.668939,2.769550,5.852096,2.724219,5.567977,
949.000000,0.072067,6.677228,2.771574,5.856109,2.726004,5.572443,
950.000000,0.072468,6.685515,2.773592,5.860122,2.727788,5.576908,
951.000000,0.072869,6.693799,2.775605,5.864134,2.729571,5.581372,
952.000000,0.073270,6.702082,2.777613,5.868146,2.731353,5.585834,
953.000000,0.073670,6.710361,2.779616,5.872158,2.733134,5.590295,
954.000000,0.074070,6.718639,2.781614,5.876170,2.734914,5.594754,
955.000000,0.074470,6.726915,2.783607,5.880181,2.736693,5.599213,
956.000000,0.074869,6.735188,2.785595,5.884192,2.738472,5.603670,
957.000000,0.075268,6.743459,2.787578,5.888204,2.740250,5.608126,
958.000000,0.075667,6.751728,2.789557,5.892215,2.742026,5.612581,
959.000000,0.076066,6.759995,2.791530,5.896226,2.743802,5.617034,
960.000000,0.076464,6.768260,2.793499,5.900237,2.745577,5.621487,
961.000000,0.076862,6.776522,2.795463,5.904248,2.747352,5.625938,
962.000000,0.077260,6.784783,2.797422,5.908260,2.749125,5.630388,
963.000000,0.077658,6.793041,2.799377,5.912271,2.750898,5.634837,
964.000000,0.078055,6.801298,2.801327,5.916283,2.752670,5.639284,
965.000000,0.078452,6.809552,2.803273,5.920295,2.754441,5.643731,
966.000000,0.078849,6.817805,2.805215,5.924307,2.756211,5.648176,
967.000000,0.079245,6.826055,2.807152,5.928319,2.757980,5.652620,
968.000000,0.079641,6.834304,2.809085,5.932332,2.759749,5.657063,
969.000000,0.080037,6.842550,2.811014,5.936345,2.761517,5.661504,
