Opt.,Const.,of,B-Spline,vs.,nm
Wavelength(nm),n7_and_18_MS,k7_and_18_MS,n6,k6,n8_drude,k7_drude,n19_B_spline,k19_B_SPline,n19_Drude,k19_Drude
452.000000,1.602351,2.844214,1.698161,2.745740,1.945990,2.292248,1.977688,3.165614,1.989708,3.060283,
453.000000,1.603510,2.850269,1.699973,2.751087,1.948535,2.295069,1.981985,3.170220,1.993069,3.064734,
454.000000,1.604676,2.856318,1.701785,2.756422,1.951077,2.297885,1.986272,3.174816,1.996424,3.069176,
455.000000,1.605847,2.862360,1.703598,2.761744,1.953615,2.300698,1.990548,3.179403,1.999775,3.073611,
456.000000,1.607024,2.868397,1.705412,2.767056,1.956149,2.303506,1.994815,3.183981,2.003121,3.078036,
457.000000,1.608206,2.874427,1.707226,2.772356,1.958680,2.306311,1.999072,3.188552,2.006462,3.082454,
458.000000,1.609394,2.880452,1.709041,2.777645,1.961206,2.309112,2.003320,3.193115,2.009798,3.086864,
459.000000,1.610586,2.886471,1.710855,2.782923,1.963729,2.311909,2.007560,3.197669,2.013129,3.091265,
460.000000,1.611783,2.892484,1.712668,2.788190,1.966248,2.314702,2.011791,3.202217,2.016455,3.095659,
461.000000,1.612985,2.898493,1.714481,2.793447,1.968763,2.317491,2.016015,3.206757,2.019776,3.100044,
462.000000,1.614191,2.904496,1.716294,2.798693,1.971274,2.320277,2.020231,3.211290,2.023092,3.104421,
463.000000,1.615402,2.910495,1.718106,2.803929,1.973782,2.323058,2.024442,3.215816,2.026403,3.108791,
464.000000,1.616617,2.916488,1.719916,2.809155,1.976286,2.325836,2.028646,3.220335,2.029710,3.113153,
465.000000,1.617836,2.922477,1.721726,2.814370,1.978786,2.328611,2.032844,3.224847,2.033011,3.117506,
466.000000,1.619058,2.928462,1.723534,2.819576,1.981282,2.331381,2.037038,3.229352,2.036308,3.121852,
467.000000,1.620285,2.934442,1.725341,2.824773,1.983775,2.334148,2.041227,3.233849,2.039600,3.126191,
468.000000,1.621514,2.940418,1.727147,2.829959,1.986264,2.336912,2.045413,3.238338,2.042887,3.130522,
469.000000,1.622748,2.946392,1.728951,2.835137,1.988749,2.339671,2.049594,3.242818,2.046169,3.134845,
470.000000,1.623985,2.952361,1.730752,2.840304,1.991230,2.342427,2.053771,3.247289,2.049446,3.139160,
471.000000,1.625225,2.958328,1.732552,2.845463,1.993708,2.345180,2.057944,3.251751,2.052719,3.143469,
472.000000,1.626470,2.964292,1.734349,2.850613,1.996182,2.347928,2.062114,3.256203,2.055986,3.147769,
473.000000,1.627718,2.970253,1.736143,2.855753,1.998653,2.350673,2.066278,3.260645,2.059249,3.152062,
474.000000,1.628970,2.976211,1.737935,2.860885,2.001120,2.353415,2.070438,3.265077,2.062506,3.156348,
475.000000,1.630226,2.982166,1.739723,2.866009,2.003583,2.356153,2.074594,3.269499,2.065759,3.160627,
476.000000,1.631487,2.988119,1.741509,2.871123,2.006043,2.358888,2.078744,3.273911,2.069008,3.164898,
477.000000,1.632751,2.994069,1.743290,2.876230,2.008499,2.361619,2.082890,3.278312,2.072251,3.169162,
478.000000,1.634019,3.000017,1.745068,2.881329,2.010952,2.364347,2.087031,3.282704,2.075490,3.173419,
479.000000,1.635292,3.005963,1.746843,2.886420,2.013401,2.367071,2.091166,3.287085,2.078723,3.177669,
480.000000,1.636570,3.011906,1.748613,2.891503,2.015847,2.369791,2.095295,3.291456,2.081952,3.181911,
481.000000,1.637851,3.017847,1.750378,2.896580,2.018289,2.372509,2.099418,3.295816,2.085176,3.186147,
482.000000,1.639138,3.023785,1.752139,2.901649,2.020727,2.375222,2.103536,3.300167,2.088396,3.190375,
483.000000,1.640429,3.029721,1.753895,2.906711,2.023162,2.377933,2.107646,3.304507,2.091610,3.194597,
484.000000,1.641725,3.035654,1.755645,2.911768,2.025593,2.380640,2.111750,3.308838,2.094820,3.198812,
485.000000,1.643025,3.041584,1.757390,2.916818,2.028021,2.383343,2.115847,3.313160,2.098025,3.203019,
486.000000,1.644331,3.047512,1.759129,2.921864,2.030446,2.386044,2.119937,3.317473,2.101226,3.207220,
487.000000,1.645642,3.053437,1.760862,2.926905,2.032867,2.388741,2.124019,3.321778,2.104421,3.211414,
488.000000,1.646958,3.059358,1.762590,2.931943,2.035284,2.391434,2.128093,3.326075,2.107612,3.215601,
489.000000,1.648278,3.065276,1.764312,2.936977,2.037698,2.394125,2.132162,3.330365,2.110798,3.219782,
490.000000,1.649603,3.071191,1.766030,2.942009,2.040109,2.396812,2.136223,3.334649,2.113980,3.223956,
491.000000,1.650932,3.077102,1.767742,2.947039,2.042516,2.399496,2.140278,3.338926,2.117157,3.228123,
492.000000,1.652266,3.083009,1.769450,2.952066,2.044920,2.402176,2.144327,3.343197,2.120328,3.232284,
493.000000,1.653604,3.088913,1.771154,2.957092,2.047320,2.404854,2.148371,3.347461,2.123496,3.236438,
494.000000,1.654946,3.094813,1.772854,2.962117,2.049717,2.407528,2.152409,3.351721,2.126658,3.240586,
495.000000,1.656292,3.100709,1.774550,2.967140,2.052111,2.410199,2.156442,3.355974,2.129816,3.244727,
496.000000,1.657642,3.106601,1.776243,2.972163,2.054501,2.412866,2.160470,3.360222,2.132970,3.248861,
497.000000,1.658996,3.112489,1.777933,2.977185,2.056888,2.415531,2.164495,3.364465,2.136118,3.252989,
498.000000,1.660352,3.118374,1.779621,2.982206,2.059272,2.418192,2.168515,3.368702,2.139262,3.257111,
499.000000,1.661713,3.124255,1.781306,2.987226,2.061652,2.420851,2.172531,3.372935,2.142401,3.261227,
500.000000,1.663076,3.130133,1.782989,2.992247,2.064029,2.423506,2.176545,3.377162,2.145536,3.265336,
501.000000,1.664442,3.136006,1.784671,2.997267,2.066402,2.426158,2.180555,3.381383,2.148666,3.269439,
502.000000,1.665811,3.141876,1.786351,3.002287,2.068773,2.428807,2.184563,3.385599,2.151791,3.273535,
503.000000,1.667182,3.147743,1.788031,3.007306,2.071140,2.431453,2.188569,3.389810,2.154912,3.277626,
504.000000,1.668556,3.153607,1.789710,3.012326,2.073503,2.434095,2.192573,3.394015,2.158028,3.281710,
505.000000,1.669932,3.159467,1.791389,3.017345,2.075864,2.436735,2.196576,3.398214,2.161140,3.285789,
506.000000,1.671309,3.165325,1.793068,3.022363,2.078221,2.439372,2.200578,3.402407,2.164247,3.289861,
507.000000,1.672689,3.171180,1.794747,3.027380,2.080575,2.442005,2.204580,3.406594,2.167349,3.293927,
508.000000,1.674070,3.177034,1.796427,3.032397,2.082925,2.444636,2.208581,3.410773,2.170447,3.297987,
509.000000,1.675454,3.182886,1.798107,3.037412,2.085273,2.447263,2.212581,3.414944,2.173540,3.302041,
510.000000,1.676841,3.188736,1.799788,3.042425,2.087617,2.449888,2.216580,3.419108,2.176629,3.306089,
511.000000,1.678230,3.194585,1.801469,3.047437,2.089958,2.452510,2.220579,3.423263,2.179713,3.310132,
512.000000,1.679622,3.200433,1.803151,3.052448,2.092296,2.455128,2.224576,3.427410,2.182793,3.314168,
513.000000,1.681017,3.206280,1.804834,3.057457,2.094630,2.457744,2.228573,3.431549,2.185868,3.318199,
514.000000,1.682415,3.212125,1.806518,3.062464,2.096962,2.460357,2.232568,3.435679,2.188938,3.322223,
515.000000,1.683816,3.217970,1.808202,3.067469,2.099290,2.462967,2.236562,3.439801,2.192004,3.326242,
516.000000,1.685222,3.223814,1.809887,3.072472,2.101615,2.465574,2.240555,3.443913,2.195066,3.330256,
517.000000,1.686631,3.229656,1.811573,3.077473,2.103937,2.468178,2.244546,3.448016,2.198123,3.334263,
518.000000,1.688044,3.235498,1.813260,3.082472,2.106256,2.470779,2.248536,3.452111,2.201175,3.338265,
519.000000,1.689461,3.241339,1.814948,3.087469,2.108572,2.473378,2.252524,3.456195,2.204223,3.342261,
520.000000,1.690884,3.247179,1.816637,3.092463,2.110884,2.475973,2.256510,3.460271,2.207267,3.346252,
521.000000,1.692310,3.253017,1.818326,3.097456,2.113194,2.478566,2.260494,3.464337,2.210306,3.350237,
522.000000,1.693742,3.258854,1.820017,3.102445,2.115500,2.481156,2.264476,3.468394,2.213341,3.354216,
523.000000,1.695179,3.264690,1.821709,3.107433,2.117804,2.483743,2.268456,3.472441,2.216371,3.358190,
524.000000,1.696621,3.270525,1.823401,3.112417,2.120104,2.486327,2.272433,3.476479,2.219397,3.362159,
525.000000,1.698069,3.276357,1.825094,3.117400,2.122401,2.488909,2.276408,3.480508,2.222418,3.366122,
526.000000,1.699523,3.282188,1.826789,3.122379,2.124695,2.491487,2.280380,3.484527,2.225435,3.370080,
527.000000,1.700983,3.288016,1.828484,3.127356,2.126986,2.494063,2.284349,3.488536,2.228447,3.374032,
528.000000,1.702450,3.293841,1.830180,3.132330,2.129274,2.496636,2.288315,3.492537,2.231455,3.377978,
529.000000,1.703922,3.299663,1.831878,3.137302,2.131559,2.499207,2.292277,3.496529,2.234459,3.381920,
530.000000,1.705401,3.305481,1.833576,3.142271,2.133841,2.501774,2.296237,3.500512,2.237458,3.385856,
531.000000,1.706886,3.311295,1.835275,3.147236,2.136120,2.504339,2.300194,3.504486,2.240453,3.389787,
532.000000,1.708376,3.317104,1.836975,3.152199,2.138396,2.506902,2.304147,3.508452,2.243444,3.393713,
533.000000,1.709872,3.322908,1.838676,3.157159,2.140668,2.509461,2.308098,3.512409,2.246430,3.397633,
534.000000,1.711373,3.328708,1.840378,3.162116,2.142938,2.512018,2.312045,3.516358,2.249412,3.401548,
535.000000,1.712879,3.334502,1.842081,3.167070,2.145205,2.514572,2.315990,3.520299,2.252389,3.405458,
536.000000,1.714390,3.340292,1.843784,3.172021,2.147469,2.517124,2.319932,3.524231,2.255362,3.409363,
537.000000,1.715906,3.346075,1.845489,3.176968,2.149730,2.519673,2.323872,3.528156,2.258331,3.413263,
538.000000,1.717425,3.351853,1.847194,3.181913,2.151988,2.522219,2.327808,3.532071,2.261296,3.417158,
539.000000,1.718949,3.357626,1.848900,3.186854,2.154243,2.524763,2.331742,3.535979,2.264256,3.421047,
540.000000,1.720476,3.363392,1.850607,3.191792,2.156496,2.527304,2.335674,3.539878,2.267211,3.424932,
541.000000,1.722007,3.369153,1.852314,3.196727,2.158745,2.529842,2.339603,3.543770,2.270163,3.428812,
542.000000,1.723541,3.374908,1.854023,3.201659,2.160991,2.532378,2.343530,3.547653,2.273110,3.432687,
543.000000,1.725078,3.380657,1.855732,3.206587,2.163235,2.534911,2.347455,3.551528,2.276053,3.436556,
544.000000,1.726618,3.386401,1.857442,3.211512,2.165475,2.537442,2.351377,3.555394,2.278992,3.440421,
545.000000,1.728161,3.392138,1.859152,3.216434,2.167713,2.539970,2.355298,3.559252,2.281927,3.444281,
546.000000,1.729705,3.397869,1.860863,3.221352,2.169948,2.542496,2.359216,3.563102,2.284857,3.448136,
547.000000,1.731252,3.403595,1.862575,3.226267,2.172180,2.545019,2.363133,3.566943,2.287783,3.451986,
548.000000,1.732800,3.409315,1.864288,3.231178,2.174409,2.547539,2.367048,3.570776,2.290705,3.455832,
549.000000,1.734350,3.415029,1.866001,3.236085,2.176635,2.550057,2.370962,3.574600,2.293622,3.459672,
550.000000,1.735900,3.420737,1.867715,3.240989,2.178858,2.552573,2.374874,3.578415,2.296535,3.463508,
551.000000,1.737452,3.426440,1.869429,3.245890,2.181079,2.555086,2.378785,3.582222,2.299445,3.467340,
552.000000,1.739004,3.432138,1.871144,3.250786,2.183296,2.557596,2.382695,3.586018,2.302350,3.471166,
553.000000,1.740557,3.437831,1.872859,3.255679,2.185511,2.560105,2.386604,3.589804,2.305250,3.474988,
554.000000,1.742110,3.443520,1.874575,3.260568,2.187723,2.562610,2.390511,3.593581,2.308147,3.478805,
555.000000,1.743663,3.449204,1.876291,3.265452,2.189933,2.565113,2.394416,3.597346,2.311039,3.482617,
556.000000,1.745217,3.454883,1.878007,3.270333,2.192139,2.567614,2.398319,3.601101,2.313927,3.486425,
557.000000,1.746771,3.460559,1.879723,3.275209,2.194343,2.570112,2.402220,3.604846,2.316812,3.490228,
558.000000,1.748326,3.466230,1.881438,3.280082,2.196544,2.572608,2.406118,3.608579,2.319691,3.494027,
559.000000,1.749881,3.471898,1.883154,3.284950,2.198742,2.575102,2.410013,3.612301,2.322567,3.497821,
560.000000,1.751436,3.477562,1.884869,3.289814,2.200937,2.577593,2.413906,3.616011,2.325439,3.501611,
561.000000,1.752991,3.483222,1.886584,3.294674,2.203130,2.580081,2.417795,3.619711,2.328306,3.505396,
562.000000,1.754546,3.488878,1.888297,3.299530,2.205320,2.582568,2.421680,3.623399,2.331170,3.509176,
563.000000,1.756101,3.494531,1.890010,3.304381,2.207507,2.585052,2.425561,3.627076,2.334029,3.512953,
564.000000,1.757657,3.500181,1.891723,3.309229,2.209691,2.587533,2.429439,3.630742,2.336884,3.516725,
565.000000,1.759212,3.505828,1.893433,3.314073,2.211873,2.590012,2.433311,3.634396,2.339736,3.520492,
566.000000,1.760767,3.511471,1.895143,3.318913,2.214052,2.592489,2.437179,3.638040,2.342583,3.524255,
567.000000,1.762323,3.517111,1.896851,3.323749,2.216228,2.594964,2.441041,3.641671,2.345426,3.528014,
568.000000,1.763878,3.522749,1.898558,3.328581,2.218402,2.597436,2.444898,3.645292,2.348265,3.531768,
569.000000,1.765433,3.528383,1.900263,3.333409,2.220572,2.599906,2.448749,3.648902,2.351100,3.535518,
570.000000,1.766988,3.534015,1.901966,3.338234,2.222741,2.602373,2.452594,3.652501,2.353931,3.539264,
571.000000,1.768542,3.539645,1.903667,3.343055,2.224906,2.604838,2.456432,3.656090,2.356757,3.543005,
572.000000,1.770097,3.545272,1.905366,3.347873,2.227069,2.607301,2.460263,3.659667,2.359580,3.546742,
573.000000,1.771650,3.550896,1.907062,3.352689,2.229229,2.609762,2.464087,3.663235,2.362399,3.550476,
574.000000,1.773204,3.556519,1.908756,3.357501,2.231387,2.612221,2.467904,3.666792,2.365214,3.554204,
575.000000,1.774757,3.562140,1.910446,3.362310,2.233542,2.614677,2.471712,3.670340,2.368025,3.557929,
576.000000,1.776309,3.567759,1.912134,3.367117,2.235694,2.617131,2.475511,3.673878,2.370831,3.561649,
577.000000,1.777860,3.573377,1.913818,3.371922,2.237844,2.619582,2.479302,3.677408,2.373634,3.565366,
578.000000,1.779411,3.578994,1.915499,3.376725,2.239991,2.622032,2.483083,3.680931,2.376433,3.569078,
579.000000,1.780962,3.584610,1.917177,3.381528,2.242135,2.624479,2.486855,3.684447,2.379228,3.572786,
580.000000,1.782512,3.590226,1.918851,3.386331,2.244277,2.626924,2.490618,3.687956,2.382019,3.576490,
581.000000,1.784062,3.595842,1.920524,3.391134,2.246416,2.629367,2.494372,3.691460,2.384806,3.580190,
582.000000,1.785613,3.601458,1.922194,3.395937,2.248553,2.631807,2.498118,3.694959,2.387589,3.583886,
583.000000,1.787164,3.607075,1.923861,3.400741,2.250687,2.634246,2.501856,3.698453,2.390368,3.587578,
584.000000,1.788715,3.612692,1.925527,3.405545,2.252818,2.636682,2.505587,3.701943,2.393143,3.591266,
585.000000,1.790269,3.618309,1.927192,3.410350,2.254947,2.639116,2.509310,3.705430,2.395915,3.594950,
586.000000,1.791823,3.623928,1.928856,3.415157,2.257073,2.641547,2.513026,3.708912,2.398682,3.598630,
587.000000,1.793379,3.629546,1.930518,3.419965,2.259197,2.643977,2.516736,3.712391,2.401446,3.602306,
588.000000,1.794937,3.635166,1.932181,3.424774,2.261318,2.646405,2.520439,3.715868,2.404205,3.605978,
589.000000,1.796497,3.640786,1.933843,3.429584,2.263437,2.648830,2.524136,3.719341,2.406961,3.609646,
590.000000,1.798059,3.646407,1.935505,3.434396,2.265553,2.651253,2.527828,3.722811,2.409713,3.613311,
591.000000,1.799624,3.652028,1.937168,3.439209,2.267667,2.653675,2.531515,3.726279,2.412461,3.616971,
592.000000,1.801192,3.657651,1.938832,3.444024,2.269778,2.656094,2.535197,3.729745,2.415205,3.620628,
593.000000,1.802763,3.663274,1.940496,3.448841,2.271886,2.658510,2.538874,3.733208,2.417945,3.624281,
594.000000,1.804338,3.668897,1.942163,3.453659,2.273993,2.660925,2.542548,3.736670,2.420682,3.627930,
595.000000,1.805916,3.674521,1.943831,3.458478,2.276096,2.663338,2.546218,3.740129,2.423414,3.631575,
596.000000,1.807498,3.680145,1.945502,3.463299,2.278197,2.665749,2.549886,3.743586,2.426143,3.635217,
597.000000,1.809085,3.685770,1.947175,3.468121,2.280296,2.668157,2.553550,3.747040,2.428868,3.638855,
598.000000,1.810676,3.691395,1.948851,3.472944,2.282392,2.670563,2.557213,3.750493,2.431590,3.642489,
599.000000,1.812272,3.697019,1.950530,3.477768,2.284486,2.672968,2.560874,3.753943,2.434307,3.646119,
600.000000,1.813874,3.702644,1.952213,3.482593,2.286577,2.675370,2.564533,3.757391,2.437021,3.649746,
601.000000,1.815480,3.708268,1.953900,3.487418,2.288665,2.677771,2.568192,3.760837,2.439730,3.653369,
602.000000,1.817092,3.713891,1.955591,3.492244,2.290752,2.680169,2.571850,3.764280,2.442436,3.656988,
603.000000,1.818710,3.719514,1.957287,3.497070,2.292835,2.682565,2.575508,3.767720,2.445139,3.660604,
604.000000,1.820335,3.725135,1.958988,3.501896,2.294917,2.684959,2.579168,3.771157,2.447837,3.664216,
605.000000,1.821966,3.730755,1.960695,3.506720,2.296996,2.687351,2.582828,3.774591,2.450532,3.667824,
606.000000,1.823604,3.736371,1.962408,3.511543,2.299073,2.689741,2.586491,3.778020,2.453223,3.671429,
607.000000,1.825249,3.741985,1.964126,3.516364,2.301147,2.692130,2.590155,3.781444,2.455911,3.675030,
608.000000,1.826900,3.747595,1.965851,3.521181,2.303218,2.694516,2.593821,3.784862,2.458594,3.678628,
609.000000,1.828557,3.753201,1.967581,3.525995,2.305288,2.696900,2.597489,3.788273,2.461274,3.682222,
610.000000,1.830221,3.758802,1.969316,3.530805,2.307354,2.699282,2.601158,3.791677,2.463950,3.685813,
611.000000,1.831890,3.764399,1.971056,3.535610,2.309419,2.701662,2.604829,3.795075,2.466623,3.689400,
612.000000,1.833565,3.769990,1.972801,3.540410,2.311481,2.704041,2.608500,3.798465,2.469292,3.692984,
613.000000,1.835245,3.775576,1.974551,3.545205,2.313541,2.706417,2.612173,3.801846,2.471957,3.696564,
614.000000,1.836930,3.781156,1.976305,3.549995,2.315598,2.708791,2.615847,3.805220,2.474618,3.700141,
615.000000,1.838620,3.786731,1.978062,3.554779,2.317653,2.711164,2.619521,3.808584,2.477276,3.703715,
616.000000,1.840314,3.792299,1.979823,3.559557,2.319706,2.713534,2.623196,3.811940,2.479930,3.707285,
617.000000,1.842012,3.797861,1.981588,3.564329,2.321756,2.715903,2.626871,3.815287,2.482581,3.710851,
618.000000,1.843714,3.803417,1.983355,3.569095,2.323804,2.718269,2.630545,3.818624,2.485228,3.714414,
619.000000,1.845420,3.808967,1.985125,3.573854,2.325850,2.720634,2.634220,3.821952,2.487871,3.717974,
620.000000,1.847128,3.814509,1.986898,3.578607,2.327893,2.722996,2.637893,3.825271,2.490511,3.721531,
621.000000,1.848840,3.820046,1.988672,3.583353,2.329934,2.725358,2.641567,3.828579,2.493147,3.725084,
622.000000,1.850554,3.825575,1.990448,3.588092,2.331973,2.727716,2.645238,3.831878,2.495779,3.728634,
623.000000,1.852271,3.831098,1.992226,3.592824,2.334009,2.730073,2.648909,3.835166,2.498408,3.732180,
624.000000,1.853990,3.836614,1.994004,3.597550,2.336043,2.732429,2.652577,3.838444,2.501033,3.735723,
625.000000,1.855710,3.842124,1.995784,3.602268,2.338075,2.734782,2.656245,3.841712,2.503654,3.739263,
626.000000,1.857432,3.847626,1.997563,3.606980,2.340104,2.737133,2.659909,3.844970,2.506273,3.742800,
627.000000,1.859155,3.853122,1.999343,3.611684,2.342131,2.739483,2.663572,3.848217,2.508887,3.746334,
628.000000,1.860878,3.858612,2.001122,3.616382,2.344156,2.741831,2.667231,3.851454,2.511498,3.749864,
629.000000,1.862603,3.864094,2.002901,3.621072,2.346179,2.744176,2.670888,3.854681,2.514105,3.753391,
630.000000,1.864327,3.869570,2.004679,3.625756,2.348199,2.746521,2.674541,3.857897,2.516709,3.756915,
631.000000,1.866051,3.875040,2.006456,3.630433,2.350217,2.748863,2.678191,3.861102,2.519310,3.760435,
632.000000,1.867775,3.880503,2.008231,3.635103,2.352233,2.751203,2.681838,3.864297,2.521906,3.763952,
633.000000,1.869498,3.885960,2.010004,3.639767,2.354246,2.753541,2.685479,3.867482,2.524499,3.767467,
634.000000,1.871220,3.891412,2.011774,3.644424,2.356258,2.755878,2.689117,3.870656,2.527089,3.770978,
635.000000,1.872940,3.896857,2.013542,3.649076,2.358267,2.758213,2.692750,3.873820,2.529675,3.774486,
636.000000,1.874659,3.902297,2.015306,3.653722,2.360273,2.760546,2.696377,3.876974,2.532258,3.777991,
637.000000,1.876375,3.907732,2.017066,3.658362,2.362278,2.762877,2.700000,3.880119,2.534837,3.781493,
638.000000,1.878089,3.913163,2.018823,3.662998,2.364280,2.765207,2.703616,3.883254,2.537413,3.784992,
639.000000,1.879801,3.918591,2.020576,3.667630,2.366281,2.767534,2.707227,3.886379,2.539985,3.788487,
640.000000,1.881510,3.924014,2.022326,3.672259,2.368278,2.769861,2.710832,3.889497,2.542554,3.791980,
641.000000,1.883218,3.929435,2.024072,3.676884,2.370274,2.772185,2.714431,3.892605,2.545119,3.795469,
642.000000,1.884924,3.934852,2.025814,3.681506,2.372267,2.774507,2.718024,3.895705,2.547681,3.798956,
643.000000,1.886628,3.940267,2.027553,3.686126,2.374259,2.776828,2.721612,3.898797,2.550240,3.802439,
644.000000,1.888330,3.945680,2.029289,3.690743,2.376248,2.779146,2.725193,3.901880,2.552795,3.805920,
645.000000,1.890031,3.951091,2.031022,3.695358,2.378235,2.781463,2.728769,3.904956,2.555346,3.809397,
646.000000,1.891730,3.956499,2.032752,3.699971,2.380219,2.783779,2.732338,3.908024,2.557894,3.812872,
647.000000,1.893428,3.961906,2.034479,3.704582,2.382202,2.786092,2.735902,3.911085,2.560439,3.816344,
648.000000,1.895125,3.967311,2.036203,3.709192,2.384182,2.788404,2.739460,3.914138,2.562980,3.819812,
649.000000,1.896821,3.972715,2.037925,3.713801,2.386161,2.790714,2.743012,3.917183,2.565518,3.823278,
650.000000,1.898516,3.978117,2.039645,3.718408,2.388137,2.793023,2.746558,3.920222,2.568053,3.826741,
651.000000,1.900211,3.983518,2.041363,3.723014,2.390110,2.795329,2.750098,3.923253,2.570584,3.830201,
652.000000,1.901905,3.988918,2.043078,3.727619,2.392082,2.797634,2.753632,3.926277,2.573112,3.833658,
653.000000,1.903598,3.994316,2.044792,3.732223,2.394052,2.799937,2.757160,3.929295,2.575636,3.837112,
654.000000,1.905292,3.999714,2.046504,3.736826,2.396019,2.802239,2.760683,3.932306,2.578157,3.840563,
655.000000,1.906985,4.005111,2.048214,3.741428,2.397985,2.804539,2.764199,3.935310,2.580675,3.844011,
656.000000,1.908678,4.010507,2.049923,3.746030,2.399948,2.806837,2.767709,3.938308,2.583189,3.847457,
657.000000,1.910371,4.015902,2.051631,3.750632,2.401909,2.809134,2.771214,3.941299,2.585700,3.850900,
658.000000,1.912065,4.021296,2.053338,3.755232,2.403868,2.811428,2.774713,3.944283,2.588208,3.854340,
659.000000,1.913759,4.026689,2.055044,3.759833,2.405825,2.813721,2.778206,3.947262,2.590712,3.857777,
660.000000,1.915454,4.032082,2.056749,3.764432,2.407780,2.816013,2.781694,3.950234,2.593213,3.861211,
661.000000,1.917149,4.037474,2.058454,3.769032,2.409732,2.818303,2.785175,3.953201,2.595711,3.864643,
662.000000,1.918845,4.042865,2.060158,3.773631,2.411683,2.820591,2.788651,3.956161,2.598205,3.868071,
663.000000,1.920543,4.048256,2.061862,3.778229,2.413631,2.822877,2.792121,3.959115,2.600696,3.871497,
664.000000,1.922241,4.053646,2.063567,3.782827,2.415578,2.825162,2.795585,3.962064,2.603184,3.874921,
665.000000,1.923941,4.059035,2.065271,3.787425,2.417522,2.827446,2.799044,3.965006,2.605668,3.878341,
666.000000,1.925642,4.064424,2.066976,3.792022,2.419464,2.829727,2.802497,3.967943,2.608150,3.881759,
667.000000,1.927345,4.069812,2.068681,3.796619,2.421405,2.832007,2.805944,3.970875,2.610628,3.885174,
668.000000,1.929050,4.075199,2.070386,3.801215,2.423343,2.834285,2.809385,3.973800,2.613102,3.888586,
669.000000,1.930756,4.080585,2.072093,3.805811,2.425279,2.836562,2.812821,3.976721,2.615574,3.891996,
670.000000,1.932465,4.085969,2.073801,3.810406,2.427213,2.838837,2.816251,3.979636,2.618042,3.895403,
671.000000,1.934175,4.091354,2.075509,3.815000,2.429145,2.841110,2.819676,3.982546,2.620507,3.898808,
672.000000,1.935888,4.096736,2.077219,3.819593,2.431075,2.843382,2.823094,3.985450,2.622969,3.902209,
673.000000,1.937603,4.102118,2.078931,3.824185,2.433003,2.845653,2.826508,3.988350,2.625427,3.905608,
674.000000,1.939321,4.107498,2.080644,3.828775,2.434928,2.847921,2.829915,3.991245,2.627882,3.909005,
675.000000,1.941041,4.112876,2.082359,3.833364,2.436852,2.850188,2.833317,3.994135,2.630334,3.912399,
676.000000,1.942764,4.118253,2.084075,3.837951,2.438774,2.852454,2.836714,3.997020,2.632783,3.915790,
677.000000,1.944489,4.123628,2.085792,3.842536,2.440694,2.854718,2.840106,3.999902,2.635229,3.919178,
678.000000,1.946216,4.129000,2.087511,3.847119,2.442612,2.856980,2.843492,4.002778,2.637671,3.922565,
679.000000,1.947945,4.134371,2.089232,3.851700,2.444527,2.859241,2.846873,4.005650,2.640111,3.925948,
680.000000,1.949678,4.139740,2.090954,3.856279,2.446441,2.861500,2.850249,4.008518,2.642547,3.929329,
681.000000,1.951412,4.145107,2.092677,3.860856,2.448353,2.863758,2.853620,4.011381,2.644980,3.932707,
682.000000,1.953149,4.150471,2.094402,3.865430,2.450263,2.866014,2.856986,4.014240,2.647409,3.936083,
683.000000,1.954889,4.155833,2.096128,3.870002,2.452170,2.868268,2.860347,4.017096,2.649836,3.939457,
684.000000,1.956630,4.161193,2.097856,3.874572,2.454076,2.870522,2.863704,4.019947,2.652260,3.942827,
685.000000,1.958375,4.166551,2.099585,3.879138,2.455980,2.872773,2.867056,4.022793,2.654680,3.946196,
686.000000,1.960121,4.171906,2.101315,3.883703,2.457882,2.875023,2.870403,4.025636,2.657097,3.949562,
687.000000,1.961870,4.177258,2.103046,3.888264,2.459782,2.877271,2.873746,4.028475,2.659511,3.952925,
688.000000,1.963622,4.182608,2.104779,3.892823,2.461680,2.879518,2.877085,4.031310,2.661922,3.956286,
689.000000,1.965375,4.187955,2.106513,3.897379,2.463576,2.881763,2.880420,4.034141,2.664330,3.959644,
690.000000,1.967131,4.193300,2.108248,3.901932,2.465470,2.884007,2.883750,4.036968,2.666734,3.963000,
691.000000,1.968890,4.198641,2.109985,3.906482,2.467362,2.886250,2.887077,4.039791,2.669136,3.966353,
692.000000,1.970650,4.203980,2.111723,3.911029,2.469252,2.888490,2.890399,4.042610,2.671535,3.969705,
693.000000,1.972413,4.209317,2.113461,3.915573,2.471140,2.890730,2.893718,4.045425,2.673930,3.973053,
694.000000,1.974179,4.214650,2.115201,3.920114,2.473026,2.892967,2.897033,4.048237,2.676322,3.976399,
695.000000,1.975946,4.219981,2.116942,3.924652,2.474910,2.895204,2.900344,4.051044,2.678712,3.979743,
696.000000,1.977716,4.225308,2.118684,3.929186,2.476793,2.897439,2.903652,4.053848,2.681098,3.983085,
697.000000,1.979488,4.230633,2.120427,3.933717,2.478673,2.899672,2.906957,4.056648,2.683481,3.986424,
698.000000,1.981262,4.235954,2.122171,3.938246,2.480552,2.901904,2.910258,4.059444,2.685861,3.989760,
699.000000,1.983039,4.241272,2.123915,3.942770,2.482428,2.904134,2.913556,4.062236,2.688238,3.993095,
