Opt.,Const.,of,B-Spline,vs.,nm
Wavelength(nm),n7_and_18_MS,k7_and_18_MS,n6,k6,n8_drude,k7_drude,n19_B_spline,k19_B_SPline,n19_Drude,k19_Drude
948.000000,2.444363,5.472460,2.536604,4.987221,2.899590,3.422608,3.596843,4.619452,3.199625,4.768847,
949.000000,2.446186,5.477055,2.538105,4.991153,2.901094,3.424571,3.598957,4.621318,3.201404,4.771801,
950.000000,2.448008,5.481647,2.539605,4.995083,2.902598,3.426532,3.601065,4.623184,3.203182,4.774753,
951.000000,2.449829,5.486238,2.541104,4.999013,2.904100,3.428492,3.603168,4.625048,3.204957,4.777704,
952.000000,2.451649,5.490827,2.542601,5.002942,2.905602,3.430452,3.605267,4.626912,3.206731,4.780654,
953.000000,2.453468,5.495415,2.544096,5.006870,2.907102,3.432411,3.607360,4.628774,3.208503,4.783604,
954.000000,2.455287,5.500000,2.545591,5.010797,2.908601,3.434369,3.609448,4.630636,3.210273,4.786552,
955.000000,2.457104,5.504584,2.547083,5.014723,2.910099,3.436327,3.611531,4.632496,3.212041,4.789500,
956.000000,2.458921,5.509167,2.548574,5.018649,2.911596,3.438283,3.613609,4.634356,3.213807,4.792447,
957.000000,2.460737,5.513748,2.550064,5.022573,2.913091,3.440239,3.615682,4.636216,3.215571,4.795392,
958.000000,2.462552,5.518327,2.551553,5.026496,2.914586,3.442194,3.617750,4.638074,3.217334,4.798337,
959.000000,2.464366,5.522904,2.553040,5.030419,2.916079,3.444148,3.619813,4.639932,3.219095,4.801280,
960.000000,2.466180,5.527481,2.554525,5.034340,2.917571,3.446102,3.621871,4.641789,3.220854,4.804224,
961.000000,2.467993,5.532055,2.556009,5.038261,2.919062,3.448055,3.623924,4.643645,3.222611,4.807165,
962.000000,2.469805,5.536628,2.557492,5.042181,2.920552,3.450006,3.625972,4.645501,3.224366,4.810106,
963.000000,2.471616,5.541199,2.558974,5.046100,2.922041,3.451958,3.628015,4.647356,3.226119,4.813046,
964.000000,2.473426,5.545768,2.560454,5.050018,2.923528,3.453908,3.630053,4.649209,3.227871,4.815985,
965.000000,2.475236,5.550336,2.561932,5.053936,2.925015,3.455858,3.632086,4.651063,3.229621,4.818923,
966.000000,2.477045,5.554903,2.563410,5.057852,2.926500,3.457807,3.634114,4.652916,3.231369,4.821861,
967.000000,2.478853,5.559467,2.564886,5.061768,2.927984,3.459755,3.636137,4.654768,3.233115,4.824797,
968.000000,2.480660,5.564031,2.566360,5.065682,2.929467,3.461703,3.638156,4.656620,3.234859,4.827733,
969.000000,2.482467,5.568593,2.567833,5.069596,2.930949,3.463649,3.640169,4.658471,3.236602,4.830667,
970.000000,2.484273,5.573153,2.569305,5.073510,2.932430,3.465595,3.642178,4.660321,3.238342,4.833601,
971.000000,2.486078,5.577711,2.570776,5.077422,2.933910,3.467540,3.644182,4.662171,3.240081,4.836534,
972.000000,2.487883,5.582268,2.572245,5.081333,2.935388,3.469485,3.646181,4.664021,3.241818,4.839466,
973.000000,2.489687,5.586823,2.573714,5.085244,2.936866,3.471428,3.648175,4.665870,3.243554,4.842396,
974.000000,2.491490,5.591377,2.575180,5.089154,2.938342,3.473371,3.650164,4.667718,3.245287,4.845326,
975.000000,2.493293,5.595930,2.576646,5.093062,2.939817,3.475313,3.652149,4.669566,3.247019,4.848256,
976.000000,2.495094,5.600481,2.578110,5.096971,2.941291,3.477255,3.654129,4.671413,3.248749,4.851184,
977.000000,2.496895,5.605030,2.579573,5.100878,2.942764,3.479196,3.656104,4.673260,3.250477,4.854111,
978.000000,2.498696,5.609578,2.581034,5.104784,2.944236,3.481136,3.658074,4.675107,3.252203,4.857038,
979.000000,2.500496,5.614124,2.582495,5.108690,2.945707,3.483075,3.660040,4.676952,3.253928,4.859963,
980.000000,2.502295,5.618669,2.583954,5.112596,2.947177,3.485013,3.662001,4.678798,3.255651,4.862888,
981.000000,2.504093,5.623211,2.585412,5.116499,2.948645,3.486951,3.663957,4.680643,3.257372,4.865812,
982.000000,2.505891,5.627753,2.586869,5.120403,2.950113,3.488888,3.665908,4.682488,3.259091,4.868735,
983.000000,2.507688,5.632293,2.588324,5.124306,2.951579,3.490824,3.667855,4.684332,3.260808,4.871657,
984.000000,2.509485,5.636832,2.589778,5.128208,2.953044,3.492760,3.669797,4.686176,3.262524,4.874578,
985.000000,2.511281,5.641369,2.591231,5.132109,2.954508,3.494694,3.671735,4.688020,3.264238,4.877499,
986.000000,2.513076,5.645905,2.592683,5.136009,2.955971,3.496629,3.673668,4.689864,3.265950,4.880419,
987.000000,2.514871,5.650439,2.594133,5.139909,2.957433,3.498562,3.675596,4.691707,3.267661,4.883337,
988.000000,2.516665,5.654972,2.595582,5.143807,2.958894,3.500494,3.677520,4.693550,3.269370,4.886255,
989.000000,2.518458,5.659503,2.597030,5.147706,2.960354,3.502426,3.679438,4.695392,3.271077,4.889172,
990.000000,2.520251,5.664033,2.598477,5.151603,2.961812,3.504358,3.681353,4.697234,3.272782,4.892088,
991.000000,2.522043,5.668561,2.599923,5.155499,2.963270,3.506288,3.683263,4.699076,3.274485,4.895003,
992.000000,2.523834,5.673088,2.601367,5.159395,2.964726,3.508218,3.685168,4.700918,3.276187,4.897918,
993.000000,2.525625,5.677614,2.602810,5.163291,2.966182,3.510147,3.687068,4.702759,3.277887,4.900832,
994.000000,2.527415,5.682137,2.604252,5.167185,2.967636,3.512075,3.688964,4.704601,3.279585,4.903744,
995.000000,2.529205,5.686660,2.605693,5.171079,2.969089,3.514003,3.690856,4.706442,3.281282,4.906656,
996.000000,2.530994,5.691181,2.607132,5.174972,2.970541,3.515929,3.692743,4.708283,3.282977,4.909567,
997.000000,2.532782,5.695701,2.608571,5.178864,2.971992,3.517855,3.694625,4.710124,3.284670,4.912477,
998.000000,2.534570,5.700219,2.610008,5.182756,2.973443,3.519781,3.696503,4.711964,3.286361,4.915387,
999.000000,2.536357,5.704736,2.611444,5.186647,2.974891,3.521706,3.698376,4.713805,3.288051,4.918296,
1000.000000,2.538143,5.709252,2.612879,5.190537,2.976339,3.523629,3.700245,4.715645,3.289739,4.921204,
1002.500000,2.542607,5.720535,2.616460,5.200261,2.979954,3.528436,3.704898,4.720246,3.293951,4.928469,
1005.000000,2.547066,5.731811,2.620034,5.209980,2.983562,3.533239,3.709522,4.724847,3.298153,4.935730,
1007.500000,2.551522,5.743078,2.623601,5.219697,2.987164,3.538037,3.714118,4.729448,3.302344,4.942986,
1010.000000,2.555975,5.754338,2.627162,5.229411,2.990759,3.542831,3.718688,4.734050,3.306524,4.950236,
1012.500000,2.560425,5.765591,2.630716,5.239122,2.994347,3.547620,3.723230,4.738653,3.310694,4.957482,
1015.000000,2.564873,5.776837,2.634263,5.248830,2.997929,3.552405,3.727746,4.743258,3.314853,4.964723,
1017.500000,2.569319,5.788075,2.637805,5.258535,3.001504,3.557186,3.732236,4.747864,3.319003,4.971959,
1020.000000,2.573762,5.799306,2.641341,5.268238,3.005073,3.561963,3.736700,4.752472,3.323141,4.979189,
1022.500000,2.578204,5.810531,2.644873,5.277938,3.008636,3.566735,3.741138,4.757082,3.327269,4.986415,
1025.000000,2.582645,5.821747,2.648399,5.287635,3.012191,3.571503,3.745552,4.761694,3.331387,4.993637,
1027.500000,2.587085,5.832957,2.651920,5.297330,3.015741,3.576267,3.749940,4.766309,3.335495,5.000854,
1030.000000,2.591523,5.844160,2.655437,5.307022,3.019284,3.581026,3.754304,4.770926,3.339592,5.008065,
1032.500000,2.595962,5.855355,2.658950,5.316711,3.022820,3.585782,3.758645,4.775546,3.343679,5.015272,
1035.000000,2.600400,5.866542,2.662458,5.326398,3.026350,3.590533,3.762962,4.780168,3.347756,5.022474,
1037.500000,2.604838,5.877723,2.665964,5.336082,3.029874,3.595280,3.767255,4.784794,3.351823,5.029672,
1040.000000,2.609277,5.888896,2.669465,5.345763,3.033391,3.600023,3.771526,4.789422,3.355880,5.036865,
1042.500000,2.613716,5.900060,2.672964,5.355442,3.036903,3.604762,3.775774,4.794054,3.359927,5.044054,
1045.000000,2.618156,5.911218,2.676460,5.365117,3.040408,3.609497,3.780000,4.798688,3.363964,5.051238,
1047.500000,2.622597,5.922367,2.679953,5.374788,3.043906,3.614228,3.784204,4.803326,3.367991,5.058417,
1050.000000,2.627039,5.933507,2.683444,5.384457,3.047399,3.618955,3.788387,4.807967,3.372008,5.065592,
1052.500000,2.631483,5.944640,2.686932,5.394122,3.050885,3.623677,3.792549,4.812611,3.376015,5.072763,
1055.000000,2.635928,5.955764,2.690418,5.403784,3.054365,3.628396,3.796690,4.817258,3.380012,5.079929,
1057.500000,2.640375,5.966879,2.693903,5.413442,3.057839,3.633111,3.800810,4.821909,3.384000,5.087091,
1060.000000,2.644824,5.977985,2.697386,5.423096,3.061307,3.637822,3.804911,4.826563,3.387977,5.094249,
1062.500000,2.649275,5.989083,2.700868,5.432746,3.064768,3.642529,3.808991,4.831220,3.391945,5.101402,
1065.000000,2.653729,6.000170,2.704349,5.442391,3.068224,3.647232,3.813053,4.835880,3.395904,5.108551,
1067.500000,2.658185,6.011248,2.707829,5.452033,3.071673,3.651931,3.817095,4.840544,3.399852,5.115695,
1070.000000,2.662645,6.022316,2.711308,5.461669,3.075117,3.656626,3.821119,4.845211,3.403791,5.122836,
1072.500000,2.667107,6.033374,2.714787,5.471301,3.078554,3.661317,3.825125,4.849881,3.407721,5.129972,
1075.000000,2.671573,6.044421,2.718265,5.480927,3.081986,3.666005,3.829112,4.854554,3.411641,5.137104,
1077.500000,2.676042,6.055457,2.721744,5.490548,3.085411,3.670688,3.833082,4.859230,3.415551,5.144232,
1080.000000,2.680515,6.066482,2.725223,5.500163,3.088831,3.675368,3.837034,4.863908,3.419452,5.151356,
1082.500000,2.684992,6.077495,2.728702,5.509771,3.092244,3.680044,3.840970,4.868589,3.423344,5.158476,
1085.000000,2.689473,6.088495,2.732182,5.519373,3.095652,3.684716,3.844890,4.873272,3.427226,5.165591,
1087.500000,2.693958,6.099483,2.735663,5.528968,3.099054,3.689385,3.848793,4.877958,3.431099,5.172703,
1090.000000,2.698448,6.110457,2.739145,5.538555,3.102449,3.694050,3.852681,4.882646,3.434963,5.179811,
1092.500000,2.702943,6.121416,2.742629,5.548132,3.105839,3.698710,3.856554,4.887334,3.438817,5.186914,
1095.000000,2.707443,6.132359,2.746114,5.557700,3.109224,3.703368,3.860412,4.892023,3.442662,5.194015,
1097.500000,2.711945,6.143284,2.749599,5.567257,3.112602,3.708021,3.864254,4.896712,3.446498,5.201110,
1100.000000,2.716451,6.154192,2.753084,5.576804,3.115975,3.712671,3.868081,4.901400,3.450325,5.208202,
1102.500000,2.720958,6.165082,2.756569,5.586338,3.119342,3.717317,3.871893,4.906087,3.454143,5.215291,
1105.000000,2.725468,6.175953,2.760053,5.595860,3.122703,3.721960,3.875689,4.910773,3.457951,5.222375,
1107.500000,2.729977,6.186805,2.763535,5.605370,3.126058,3.726599,3.879470,4.915458,3.461751,5.229455,
1110.000000,2.734487,6.197638,2.767015,5.614866,3.129408,3.731234,3.883234,4.920140,3.465541,5.236532,
1112.500000,2.738996,6.208452,2.770491,5.624350,3.132751,3.735866,3.886981,4.924821,3.469322,5.243606,
1115.000000,2.743504,6.219245,2.773964,5.633821,3.136090,3.740494,3.890713,4.929499,3.473095,5.250675,
1117.500000,2.748009,6.230019,2.777434,5.643278,3.139422,3.745119,3.894428,4.934175,3.476858,5.257740,
1120.000000,2.752512,6.240773,2.780898,5.652722,3.142749,3.749740,3.898125,4.938849,3.480613,5.264802,
1122.500000,2.757010,6.251507,2.784357,5.662152,3.146071,3.754357,3.901805,4.943520,3.484359,5.271861,
1125.000000,2.761504,6.262221,2.787810,5.671569,3.149387,3.758971,3.905468,4.948188,3.488096,5.278915,
1127.500000,2.765994,6.272915,2.791257,5.680973,3.152697,3.763582,3.909113,4.952854,3.491824,5.285967,
1130.000000,2.770477,6.283589,2.794697,5.690362,3.156002,3.768189,3.912740,4.957516,3.495543,5.293014,
1132.500000,2.774954,6.294244,2.798129,5.699739,3.159301,3.772792,3.916348,4.962176,3.499254,5.300058,
1135.000000,2.779423,6.304878,2.801553,5.709101,3.162594,3.777392,3.919938,4.966833,3.502956,5.307099,
1137.500000,2.783885,6.315494,2.804968,5.718451,3.165882,3.781989,3.923509,4.971487,3.506649,5.314136,
1140.000000,2.788338,6.326089,2.808373,5.727788,3.169165,3.786582,3.927060,4.976138,3.510334,5.321169,
1142.500000,2.792783,6.336666,2.811769,5.737112,3.172442,3.791172,3.930592,4.980787,3.514010,5.328199,
1145.000000,2.797217,6.347224,2.815155,5.746422,3.175714,3.795758,3.934104,4.985432,3.517678,5.335226,
1147.500000,2.801641,6.357763,2.818529,5.755721,3.178980,3.800341,3.937597,4.990076,3.521337,5.342249,
1150.000000,2.806053,6.368284,2.821892,5.765007,3.182241,3.804921,3.941068,4.994716,3.524987,5.349269,
1152.500000,2.810453,6.378788,2.825242,5.774282,3.185497,3.809497,3.944519,4.999354,3.528630,5.356286,
1155.000000,2.814842,6.389273,2.828580,5.783544,3.188747,3.814070,3.947949,5.003990,3.532263,5.363299,
1157.500000,2.819217,6.399742,2.831905,5.792795,3.191992,3.818640,3.951357,5.008624,3.535888,5.370309,
1160.000000,2.823578,6.410193,2.835216,5.802035,3.195231,3.823206,3.954744,5.013256,3.539505,5.377316,
1162.500000,2.827925,6.420629,2.838513,5.811265,3.198466,3.827769,3.958109,5.017886,3.543114,5.384319,
1165.000000,2.832257,6.431049,2.841794,5.820484,3.201694,3.832328,3.961451,5.022514,3.546714,5.391319,
1167.500000,2.836573,6.441453,2.845061,5.829693,3.204918,3.836885,3.964770,5.027141,3.550306,5.398316,
1170.000000,2.840873,6.451843,2.848311,5.838894,3.208137,3.841438,3.968067,5.031767,3.553889,5.405310,
1172.500000,2.845156,6.462219,2.851545,5.848085,3.211350,3.845988,3.971340,5.036392,3.557465,5.412301,
1175.000000,2.849422,6.472581,2.854762,5.857268,3.214558,3.850535,3.974589,5.041017,3.561032,5.419288,
1177.500000,2.853669,6.482930,2.857961,5.866444,3.217760,3.855078,3.977814,5.045641,3.564591,5.426272,
1180.000000,2.857897,6.493268,2.861142,5.875612,3.220958,3.859618,3.981014,5.050266,3.568142,5.433253,
1182.500000,2.862106,6.503593,2.864304,5.884774,3.224150,3.864156,3.984189,5.054891,3.571685,5.440231,
1185.000000,2.866295,6.513909,2.867447,5.893930,3.227337,3.868690,3.987339,5.059517,3.575219,5.447206,
1187.500000,2.870462,6.524216,2.870569,5.903081,3.230519,3.873220,3.990462,5.064145,3.578746,5.454178,
1190.000000,2.874609,6.534513,2.873671,5.912229,3.233696,3.877748,3.993559,5.068775,3.582264,5.461147,
1192.500000,2.878732,6.544805,2.876752,5.921374,3.236868,3.882272,3.996629,5.073407,3.585775,5.468113,
1195.000000,2.882832,6.555090,2.879810,5.930517,3.240035,3.886794,3.999670,5.078043,3.589278,5.475076,
1197.500000,2.886908,6.565372,2.882845,5.939662,3.243196,3.891312,4.002683,5.082684,3.592772,5.482036,
1200.000000,2.890960,6.575654,2.885857,5.948808,3.246353,3.895827,4.005667,5.087332,3.596259,5.488993,
1202.500000,2.894989,6.585937,2.888847,5.957960,3.249504,3.900339,4.008622,5.091988,3.599738,5.495947,
1205.000000,2.898996,6.596224,2.891816,5.967119,3.252651,3.904848,4.011550,5.096653,3.603209,5.502898,
1207.500000,2.902982,6.606515,2.894764,5.976285,3.255792,3.909354,4.014450,5.101329,3.606673,5.509846,
1210.000000,2.906948,6.616812,2.897694,5.985459,3.258929,3.913857,4.017323,5.106017,3.610128,5.516792,
1212.500000,2.910896,6.627116,2.900605,5.994644,3.262060,3.918357,4.020170,5.110716,3.613576,5.523735,
1215.000000,2.914827,6.637428,2.903499,6.003839,3.265187,3.922854,4.022991,5.115430,3.617016,5.530674,
1217.500000,2.918741,6.647748,2.906377,6.013046,3.268309,3.927347,4.025788,5.120157,3.620448,5.537611,
1220.000000,2.922640,6.658079,2.909240,6.022265,3.271425,3.931838,4.028560,5.124898,3.623872,5.544545,
1222.500000,2.926526,6.668419,2.912089,6.031497,3.274537,3.936326,4.031310,5.129656,3.627289,5.551476,
1225.000000,2.930398,6.678770,2.914925,6.040742,3.277644,3.940811,4.034036,5.134429,3.630698,5.558405,
1227.500000,2.934258,6.689131,2.917748,6.050000,3.280746,3.945293,4.036741,5.139218,3.634100,5.565331,
1230.000000,2.938109,6.699505,2.920561,6.059273,3.283843,3.949772,4.039424,5.144024,3.637494,5.572254,
1232.500000,2.941949,6.709890,2.923363,6.068560,3.286935,3.954248,4.042088,5.148847,3.640880,5.579175,
1235.000000,2.945781,6.720287,2.926157,6.077862,3.290023,3.958721,4.044731,5.153688,3.644259,5.586092,
1237.500000,2.949606,6.730697,2.928943,6.087178,3.293105,3.963192,4.047356,5.158547,3.647631,5.593007,
1240.000000,2.953425,6.741119,2.931721,6.096510,3.296183,3.967659,4.049963,5.163424,3.650995,5.599919,
1242.500000,2.957238,6.751554,2.934493,6.105857,3.299256,3.972123,4.052552,5.168319,3.654351,5.606829,
1245.000000,2.961047,6.762001,2.937261,6.115219,3.302324,3.976585,4.055125,5.173234,3.657700,5.613737,
1247.500000,2.964854,6.772460,2.940024,6.124597,3.305388,3.981043,4.057683,5.178166,3.661042,5.620641,
1250.000000,2.968657,6.782933,2.942783,6.133989,3.308446,3.985499,4.060225,5.183119,3.664376,5.627543,
1252.500000,2.972460,6.793418,2.945541,6.143397,3.311500,3.989952,4.062752,5.188090,3.667703,5.634442,
1255.000000,2.976263,6.803916,2.948297,6.152821,3.314550,3.994402,4.065267,5.193081,3.671023,5.641339,
1257.500000,2.980066,6.814425,2.951052,6.162259,3.317594,3.998850,4.067768,5.198092,3.674335,5.648233,
1260.000000,2.983871,6.824947,2.953807,6.171712,3.320634,4.003294,4.070258,5.203121,3.677640,5.655125,
1262.500000,2.987679,6.835481,2.956564,6.181180,3.323669,4.007736,4.072736,5.208170,3.680938,5.662014,
1265.000000,2.991490,6.846027,2.959323,6.190663,3.326700,4.012175,4.075204,5.213240,3.684228,5.668901,
1267.500000,2.995306,6.856584,2.962084,6.200160,3.329726,4.016611,4.077662,5.218328,3.687511,5.675786,
1270.000000,2.999127,6.867152,2.964849,6.209671,3.332747,4.021045,4.080111,5.223436,3.690788,5.682668,
1272.500000,3.002954,6.877731,2.967619,6.219196,3.335763,4.025475,4.082551,5.228563,3.694057,5.689547,
1275.000000,3.006789,6.888320,2.970394,6.228735,3.338775,4.029903,4.084985,5.233710,3.697318,5.696424,
1277.500000,3.010631,6.898919,2.973175,6.238286,3.341783,4.034328,4.087410,5.238876,3.700573,5.703299,
1280.000000,3.014482,6.909528,2.975963,6.247851,3.344786,4.038751,4.089830,5.244061,3.703821,5.710171,
1282.500000,3.018342,6.920146,2.978759,6.257428,3.347784,4.043170,4.092245,5.249266,3.707061,5.717041,
1285.000000,3.022213,6.930772,2.981562,6.267017,3.350778,4.047587,4.094655,5.254488,3.710295,5.723909,
1287.500000,3.026095,6.941407,2.984375,6.276617,3.353767,4.052002,4.097060,5.259730,3.713521,5.730774,
1290.000000,3.029988,6.952049,2.987198,6.286228,3.356751,4.056414,4.099463,5.264990,3.716741,5.737637,
1292.500000,3.033895,6.962698,2.990031,6.295850,3.359731,4.060822,4.101862,5.270268,3.719954,5.744497,
1295.000000,3.037815,6.973353,2.992876,6.305482,3.362707,4.065229,4.104260,5.275564,3.723159,5.751356,
1297.500000,3.041749,6.984015,2.995733,6.315123,3.365678,4.069633,4.106657,5.280878,3.726358,5.758212,
1300.000000,3.045698,6.994680,2.998602,6.324773,3.368645,4.074034,4.109053,5.286209,3.729549,5.765065,
1302.500000,3.049663,7.005351,3.001485,6.334431,3.371607,4.078432,4.111449,5.291557,3.732734,5.771917,
1305.000000,3.053644,7.016025,3.004382,6.344097,3.374565,4.082828,4.113846,5.296922,3.735912,5.778766,
1307.500000,3.057642,7.026701,3.007294,6.353769,3.377518,4.087221,4.116245,5.302302,3.739084,5.785613,
1310.000000,3.061659,7.037379,3.010222,6.363447,3.380467,4.091612,4.118646,5.307699,3.742248,5.792458,
1312.500000,3.065694,7.048058,3.013166,6.373130,3.383412,4.096000,4.121050,5.313111,3.745406,5.799301,
1315.000000,3.069749,7.058736,3.016127,6.382817,3.386352,4.100385,4.123459,5.318537,3.748556,5.806141,
1317.500000,3.073824,7.069414,3.019106,6.392508,3.389287,4.104768,4.125872,5.323978,3.751701,5.812979,
1320.000000,3.077920,7.080088,3.022104,6.402201,3.392219,4.109149,4.128291,5.329432,3.754838,5.819816,
1322.500000,3.082039,7.090759,3.025121,6.411894,3.395146,4.113526,4.130717,5.334899,3.757969,5.826649,
1325.000000,3.086181,7.101423,3.028159,6.421586,3.398068,4.117901,4.133150,5.340378,3.761092,5.833481,
1327.500000,3.090347,7.112079,3.031218,6.431275,3.400987,4.122274,4.135592,5.345866,3.764210,5.840311,
1330.000000,3.094536,7.122723,3.034298,6.440958,3.403901,4.126644,4.138042,5.351363,3.767321,5.847139,
1332.500000,3.098747,7.133353,3.037398,6.450634,3.406810,4.131012,4.140501,5.356866,3.770425,5.853964,
1335.000000,3.102979,7.143968,3.040518,6.460299,3.409716,4.135377,4.142969,5.362375,3.773522,5.860788,
1337.500000,3.107231,7.154565,3.043655,6.469954,3.412617,4.139740,4.145445,5.367888,3.776613,5.867610,
1340.000000,3.111502,7.165144,3.046809,6.479597,3.415514,4.144100,4.147929,5.373405,3.779697,5.874429,
1342.500000,3.115791,7.175704,3.049980,6.489227,3.418406,4.148458,4.150419,5.378923,3.782775,5.881246,
1345.000000,3.120096,7.186244,3.053166,6.498843,3.421294,4.152813,4.152917,5.384444,3.785846,5.888062,
1347.500000,3.124416,7.196761,3.056365,6.508443,3.424179,4.157166,4.155421,5.389964,3.788911,5.894875,
1350.000000,3.128751,7.207256,3.059579,6.518028,3.427058,4.161516,4.157931,5.395484,3.791970,5.901686,
1352.500000,3.133098,7.217729,3.062804,6.527596,3.429934,4.165864,4.160446,5.401004,3.795022,5.908495,
1355.000000,3.137456,7.228177,3.066040,6.537148,3.432806,4.170209,4.162966,5.406522,3.798067,5.915303,
1357.500000,3.141825,7.238601,3.069286,6.546681,3.435673,4.174553,4.165491,5.412038,3.801106,5.922109,
1360.000000,3.146204,7.249001,3.072541,6.556196,3.438536,4.178894,4.168019,5.417551,3.804139,5.928912,
1362.500000,3.150589,7.259375,3.075804,6.565693,3.441395,4.183232,4.170550,5.423060,3.807165,5.935714,
1365.000000,3.154982,7.269723,3.079073,6.575170,3.444250,4.187568,4.173084,5.428566,3.810185,5.942513,
1367.500000,3.159380,7.280046,3.082349,6.584629,3.447100,4.191901,4.175619,5.434069,3.813199,5.949311,
1370.000000,3.163783,7.290342,3.085629,6.594067,3.449947,4.196232,4.178156,5.439566,3.816206,5.956107,
1372.500000,3.168189,7.300612,3.088912,6.603486,3.452789,4.200561,4.180694,5.445058,3.819207,5.962901,
1375.000000,3.172597,7.310855,3.092199,6.612885,3.455628,4.204887,4.183232,5.450546,3.822201,5.969693,
1377.500000,3.177006,7.321073,3.095488,6.622263,3.458462,4.209211,4.185770,5.456028,3.825190,5.976484,
1380.000000,3.181414,7.331263,3.098777,6.631622,3.461292,4.213533,4.188307,5.461504,3.828172,5.983272,
1382.500000,3.185821,7.341426,3.102065,6.640961,3.464118,4.217853,4.190842,5.466974,3.831148,5.990059,
1385.000000,3.190226,7.351563,3.105353,6.650279,3.466940,4.222169,4.193374,5.472437,3.834118,5.996843,
1387.500000,3.194627,7.361674,3.108638,6.659577,3.469758,4.226484,4.195904,5.477895,3.837082,6.003627,
1390.000000,3.199023,7.371758,3.111921,6.668855,3.472572,4.230797,4.198431,5.483346,3.840039,6.010408,
1392.500000,3.203413,7.381817,3.115199,6.678113,3.475382,4.235107,4.200953,5.488790,3.842991,6.017187,
1395.000000,3.207797,7.391849,3.118472,6.687350,3.478188,4.239415,4.203470,5.494227,3.845936,6.023965,
1397.500000,3.212173,7.401855,3.121739,6.696569,3.480989,4.243721,4.205982,5.499657,3.848876,6.030741,
1400.000000,3.216540,7.411837,3.124999,6.705768,3.483787,4.248024,4.208488,5.505081,3.851809,6.037515,
1402.500000,3.220897,7.421793,3.128251,6.714947,3.486581,4.252325,4.210988,5.510497,3.854736,6.044287,
1405.000000,3.225243,7.431723,3.131495,6.724108,3.489371,4.256623,4.213480,5.515907,3.857657,6.051058,
1407.500000,3.229577,7.441630,3.134728,6.733250,3.492157,4.260920,4.215964,5.521309,3.860572,6.057827,
1410.000000,3.233897,7.451512,3.137952,6.742373,3.494939,4.265214,4.218440,5.526705,3.863481,6.064594,
1412.500000,3.238204,7.461371,3.141163,6.751479,3.497717,4.269506,4.220906,5.532094,3.866384,6.071360,
1415.000000,3.242496,7.471207,3.144363,6.760566,3.500491,4.273796,4.223363,5.537476,3.869281,6.078124,
1417.500000,3.246772,7.481020,3.147549,6.769637,3.503261,4.278084,4.225810,5.542852,3.872172,6.084886,
1420.000000,3.251031,7.490811,3.150722,6.778691,3.506027,4.282369,4.228245,5.548221,3.875057,6.091647,
1422.500000,3.255273,7.500581,3.153879,6.787728,3.508790,4.286653,4.230669,5.553583,3.877936,6.098405,
1425.000000,3.259495,7.510329,3.157021,6.796750,3.511548,4.290934,4.233080,5.558939,3.880810,6.105163,
1427.500000,3.263698,7.520057,3.160146,6.805757,3.514303,4.295212,4.235478,5.564290,3.883677,6.111918,
1430.000000,3.267880,7.529766,3.163253,6.814748,3.517054,4.299489,4.237863,5.569634,3.886539,6.118672,
1432.500000,3.272040,7.539455,3.166342,6.823726,3.519800,4.303764,4.240233,5.574974,3.889394,6.125425,
1435.000000,3.276178,7.549127,3.169413,6.832690,3.522543,4.308036,4.242589,5.580307,3.892244,6.132176,
1437.500000,3.280292,7.558781,3.172463,6.841641,3.525283,4.312306,4.244929,5.585636,3.895088,6.138925,
1440.000000,3.284382,7.568418,3.175492,6.850580,3.528018,4.316574,4.247252,5.590961,3.897927,6.145673,
1442.500000,3.288447,7.578039,3.178500,6.859508,3.530750,4.320840,4.249559,5.596280,3.900759,6.152419,
1445.000000,3.292485,7.587646,3.181485,6.868425,3.533477,4.325104,4.251849,5.601596,3.903586,6.159163,
1447.500000,3.296497,7.597238,3.184447,6.877332,3.536201,4.329366,4.254119,5.606908,3.906407,6.165906,
1450.000000,3.300480,7.606817,3.187385,6.886230,3.538921,4.333625,4.256371,5.612217,3.909223,6.172647,
1452.500000,3.304434,7.616384,3.190298,6.895119,3.541638,4.337883,4.258603,5.617524,3.912032,6.179388,
1455.000000,3.308358,7.625940,3.193185,6.904002,3.544350,4.342138,4.260815,5.622828,3.914836,6.186126,
1457.500000,3.312252,7.635486,3.196045,6.912878,3.547059,4.346391,4.263005,5.628131,3.917634,6.192863,
1460.000000,3.316113,7.645023,3.198878,6.921749,3.549764,4.350642,4.265173,5.633432,3.920427,6.199598,
1462.500000,3.319942,7.654552,3.201683,6.930615,3.552465,4.354891,4.267319,5.638733,3.923214,6.206332,
1465.000000,3.323738,7.664076,3.204458,6.939478,3.555163,4.359138,4.269441,5.644034,3.925996,6.213065,
1467.500000,3.327498,7.673594,3.207203,6.948340,3.557857,4.363383,4.271538,5.649336,3.928771,6.219795,
1470.000000,3.331223,7.683109,3.209917,6.957201,3.560547,4.367626,4.273611,5.654640,3.931541,6.226525,
1472.500000,3.334911,7.692623,3.212599,6.966063,3.563234,4.371867,4.275657,5.659946,3.934306,6.233253,
1475.000000,3.338561,7.702136,3.215247,6.974927,3.565917,4.376106,4.277676,5.665256,3.937065,6.239980,
1477.500000,3.342172,7.711650,3.217862,6.983796,3.568596,4.380343,4.279667,5.670570,3.939819,6.246705,
