Opt.,Const.,of,B-Spline,vs.,nm
Wavelength(nm),n_21,k_21,n22,k22,n23,k23,n124,k124,n_Pd_model,k_Pd_model
477.000000,3.082954,1.984469,3.091368,1.922964,3.176725,1.829423,3.238247,1.473929,3.424865,
478.000000,3.086746,1.986629,3.095555,1.925154,3.181482,1.831700,3.243399,1.476402,3.431053,
479.000000,3.090533,1.988780,3.099745,1.927343,3.186239,1.833977,3.248549,1.478871,3.437231,
480.000000,3.094318,1.990923,3.103937,1.929529,3.190996,1.836255,3.253698,1.481337,3.443397,
481.000000,3.098099,1.993058,3.108132,1.931715,3.195755,1.838534,3.258845,1.483798,3.449552,
482.000000,3.101877,1.995184,3.112329,1.933899,3.200514,1.840813,3.263993,1.486255,3.455697,
483.000000,3.105653,1.997303,3.116530,1.936081,3.205274,1.843092,3.269140,1.488708,3.461830,
484.000000,3.109428,1.999414,3.120733,1.938262,3.210036,1.845371,3.274288,1.491157,3.467953,
485.000000,3.113201,2.001519,3.124939,1.940442,3.214800,1.847650,3.279437,1.493602,3.474065,
486.000000,3.116975,2.003617,3.129148,1.942621,3.219566,1.849929,3.284587,1.496043,3.480166,
487.000000,3.120747,2.005708,3.133360,1.944798,3.224333,1.852207,3.289737,1.498481,3.486256,
488.000000,3.124520,2.007793,3.137574,1.946973,3.229102,1.854485,3.294889,1.500914,3.492336,
489.000000,3.128292,2.009872,3.141790,1.949148,3.233873,1.856761,3.300041,1.503343,3.498405,
490.000000,3.132065,2.011945,3.146009,1.951321,3.238644,1.859036,3.305192,1.505769,3.504464,
491.000000,3.135838,2.014012,3.150231,1.953492,3.243416,1.861310,3.310344,1.508190,3.510512,
492.000000,3.139612,2.016074,3.154455,1.955662,3.248189,1.863581,3.315495,1.510608,3.516550,
493.000000,3.143388,2.018130,3.158681,1.957831,3.252963,1.865850,3.320646,1.513021,3.522578,
494.000000,3.147164,2.020181,3.162909,1.959998,3.257737,1.868118,3.325795,1.515432,3.528595,
495.000000,3.150942,2.022227,3.167140,1.962163,3.262511,1.870382,3.330944,1.517838,3.534602,
496.000000,3.154722,2.024268,3.171373,1.964327,3.267285,1.872644,3.336091,1.520203,3.540571,
497.000000,3.158503,2.026304,3.175608,1.966490,3.272059,1.874903,3.341237,1.522233,3.546276,
498.000000,3.162287,2.028336,3.179846,1.968650,3.276833,1.877158,3.346380,1.524261,3.551971,
499.000000,3.166072,2.030363,3.184085,1.970809,3.281606,1.879410,3.351522,1.526286,3.557658,
500.000000,3.169860,2.032385,3.188326,1.972967,3.286379,1.881659,3.356662,1.528308,3.563335,
501.000000,3.173650,2.034403,3.192570,1.975123,3.291151,1.883904,3.361799,1.530328,3.569004,
502.000000,3.177443,2.036417,3.196815,1.977277,3.295922,1.886145,3.366934,1.532345,3.574664,
503.000000,3.181239,2.038427,3.201063,1.979429,3.300692,1.888382,3.372066,1.534360,3.580314,
504.000000,3.185038,2.040433,3.205312,1.981579,3.305460,1.890614,3.377194,1.536372,3.585956,
505.000000,3.188839,2.042435,3.209563,1.983728,3.310227,1.892842,3.382320,1.538382,3.591589,
506.000000,3.192644,2.044433,3.213816,1.985875,3.314993,1.895066,3.387443,1.540389,3.597213,
507.000000,3.196452,2.046427,3.218071,1.988020,3.319758,1.897286,3.392562,1.542393,3.602829,
508.000000,3.200263,2.048418,3.222328,1.990164,3.324521,1.899501,3.397679,1.544395,3.608435,
509.000000,3.204077,2.050406,3.226586,1.992306,3.329284,1.901714,3.402793,1.546395,3.614033,
510.000000,3.207894,2.052390,3.230847,1.994446,3.334046,1.903923,3.407904,1.548392,3.619623,
511.000000,3.211714,2.054371,3.235109,1.996584,3.338808,1.906129,3.413013,1.550387,3.625204,
512.000000,3.215536,2.056349,3.239372,1.998721,3.343569,1.908333,3.418119,1.552379,3.630776,
513.000000,3.219361,2.058324,3.243638,2.000857,3.348330,1.910535,3.423223,1.554368,3.636340,
514.000000,3.223188,2.060297,3.247904,2.002991,3.353091,1.912735,3.428326,1.556355,3.641896,
515.000000,3.227018,2.062266,3.252173,2.005124,3.357853,1.914932,3.433426,1.558340,3.647443,
516.000000,3.230850,2.064233,3.256443,2.007255,3.362615,1.917129,3.438524,1.560322,3.652981,
517.000000,3.234685,2.066198,3.260714,2.009385,3.367377,1.919324,3.443621,1.562302,3.658511,
518.000000,3.238522,2.068160,3.264986,2.011513,3.372140,1.921518,3.448716,1.564279,3.664033,
519.000000,3.242361,2.070120,3.269260,2.013640,3.376904,1.923712,3.453810,1.566254,3.669547,
520.000000,3.246202,2.072078,3.273535,2.015766,3.381668,1.925905,3.458902,1.568227,3.675052,
521.000000,3.250046,2.074034,3.277811,2.017890,3.386433,1.928097,3.463993,1.570258,3.680590,
522.000000,3.253891,2.075989,3.282089,2.020014,3.391200,1.930290,3.469082,1.572839,3.686486,
523.000000,3.257739,2.077941,3.286367,2.022135,3.395967,1.932482,3.474171,1.575416,3.692373,
524.000000,3.261588,2.079891,3.290646,2.024256,3.400736,1.934675,3.479258,1.577988,3.698250,
525.000000,3.265439,2.081841,3.294926,2.026376,3.405507,1.936869,3.484344,1.580556,3.704118,
526.000000,3.269292,2.083788,3.299206,2.028494,3.410278,1.939063,3.489429,1.583120,3.709977,
527.000000,3.273146,2.085735,3.303487,2.030611,3.415051,1.941258,3.494514,1.585680,3.715826,
528.000000,3.277002,2.087680,3.307769,2.032727,3.419826,1.943454,3.499597,1.588236,3.721667,
529.000000,3.280860,2.089623,3.312051,2.034842,3.424601,1.945651,3.504678,1.590788,3.727498,
530.000000,3.284720,2.091566,3.316332,2.036956,3.429376,1.947849,3.509759,1.593336,3.733320,
531.000000,3.288581,2.093508,3.320614,2.039069,3.434151,1.950047,3.514837,1.595879,3.739132,
532.000000,3.292444,2.095448,3.324895,2.041181,3.438925,1.952245,3.519914,1.598418,3.744936,
533.000000,3.296309,2.097387,3.329177,2.043293,3.443697,1.954444,3.524987,1.600954,3.750731,
534.000000,3.300176,2.099325,3.333457,2.045403,3.448467,1.956643,3.530059,1.603485,3.756517,
535.000000,3.304044,2.101262,3.337738,2.047513,3.453235,1.958843,3.535127,1.606013,3.762294,
536.000000,3.307915,2.103198,3.342017,2.049622,3.457999,1.961042,3.540193,1.608536,3.768063,
537.000000,3.311787,2.105133,3.346297,2.051731,3.462761,1.963241,3.545255,1.611056,3.773822,
538.000000,3.315661,2.107066,3.350575,2.053839,3.467518,1.965441,3.550313,1.613572,3.779572,
539.000000,3.319537,2.108998,3.354852,2.055946,3.472272,1.967640,3.555368,1.616083,3.785315,
540.000000,3.323416,2.110929,3.359129,2.058053,3.477020,1.969839,3.560419,1.618591,3.791048,
541.000000,3.327295,2.112859,3.363404,2.060160,3.481764,1.972038,3.565466,1.621095,3.796772,
542.000000,3.331177,2.114787,3.367678,2.062266,3.486501,1.974236,3.570508,1.623595,3.802488,
543.000000,3.335061,2.116714,3.371952,2.064371,3.491233,1.976434,3.575546,1.626091,3.808196,
544.000000,3.338946,2.118640,3.376224,2.066477,3.495959,1.978631,3.580579,1.628584,3.813894,
545.000000,3.342834,2.120565,3.380495,2.068582,3.500678,1.980828,3.585608,1.631072,3.819585,
546.000000,3.346723,2.122488,3.384764,2.070686,3.505389,1.983024,3.590631,1.633557,3.825267,
547.000000,3.350615,2.124410,3.389032,2.072791,3.510094,1.985219,3.595649,1.636038,3.830940,
548.000000,3.354508,2.126330,3.393298,2.074895,3.514791,1.987413,3.600661,1.638515,3.836605,
549.000000,3.358403,2.128249,3.397563,2.076999,3.519479,1.989606,3.605668,1.640479,3.842197,
550.000000,3.362300,2.130167,3.401827,2.079102,3.524159,1.991799,3.610669,1.641677,3.847685,
551.000000,3.366199,2.132083,3.406089,2.081206,3.528831,1.993990,3.615664,1.642875,3.853165,
552.000000,3.370100,2.133998,3.410348,2.083309,3.533494,1.996180,3.620653,1.644072,3.858638,
553.000000,3.374002,2.135911,3.414606,2.085412,3.538149,1.998369,3.625636,1.645270,3.864103,
554.000000,3.377905,2.137823,3.418862,2.087514,3.542797,2.000558,3.630613,1.646467,3.869561,
555.000000,3.381809,2.139733,3.423116,2.089616,3.547438,2.002745,3.635585,1.647664,3.875012,
556.000000,3.385714,2.141641,3.427368,2.091717,3.552072,2.004932,3.640550,1.648860,3.880455,
557.000000,3.389620,2.143548,3.431618,2.093817,3.556699,2.007118,3.645509,1.650057,3.885890,
558.000000,3.393527,2.145452,3.435866,2.095916,3.561320,2.009303,3.650463,1.651253,3.891319,
559.000000,3.397433,2.147355,3.440111,2.098015,3.565936,2.011487,3.655411,1.652449,3.896740,
560.000000,3.401340,2.149255,3.444355,2.100112,3.570546,2.013671,3.660352,1.653645,3.902154,
561.000000,3.405247,2.151153,3.448596,2.102208,3.575151,2.015854,3.665288,1.654840,3.907560,
562.000000,3.409154,2.153049,3.452834,2.104303,3.579751,2.018037,3.670218,1.656035,3.912960,
563.000000,3.413060,2.154942,3.457071,2.106396,3.584347,2.020219,3.675142,1.657230,3.918352,
564.000000,3.416965,2.156833,3.461305,2.108488,3.588938,2.022400,3.680060,1.658425,3.923737,
565.000000,3.420871,2.158721,3.465538,2.110579,3.593525,2.024581,3.684973,1.659620,3.929115,
566.000000,3.424775,2.160607,3.469768,2.112668,3.598109,2.026761,3.689879,1.660814,3.934486,
567.000000,3.428678,2.162489,3.473995,2.114756,3.602690,2.028941,3.694779,1.662008,3.939849,
568.000000,3.432580,2.164369,3.478221,2.116841,3.607267,2.031120,3.699674,1.663201,3.945206,
569.000000,3.436481,2.166245,3.482445,2.118925,3.611842,2.033299,3.704562,1.664394,3.950556,
570.000000,3.440380,2.168119,3.486666,2.121007,3.616414,2.035478,3.709445,1.665588,3.955898,
571.000000,3.444278,2.169989,3.490885,2.123087,3.620983,2.037656,3.714321,1.666780,3.961234,
572.000000,3.448174,2.171855,3.495103,2.125166,3.625551,2.039834,3.719192,1.667973,3.966563,
573.000000,3.452068,2.173719,3.499319,2.127242,3.630116,2.042011,3.724057,1.669165,3.971885,
574.000000,3.455960,2.175578,3.503533,2.129316,3.634680,2.044188,3.728916,1.670357,3.977200,
575.000000,3.459850,2.177433,3.507746,2.131388,3.639242,2.046365,3.733769,1.671549,3.982508,
576.000000,3.463737,2.179285,3.511958,2.133457,3.643804,2.048542,3.738616,1.672740,3.987809,
577.000000,3.467623,2.181131,3.516168,2.135525,3.648364,2.050718,3.743458,1.673931,3.993103,
578.000000,3.471507,2.182974,3.520378,2.137590,3.652923,2.052894,3.748294,1.675122,3.998391,
579.000000,3.475389,2.184813,3.524588,2.139653,3.657481,2.055070,3.753125,1.676312,4.003672,
580.000000,3.479269,2.186647,3.528798,2.141715,3.662039,2.057245,3.757952,1.677502,4.008946,
581.000000,3.483149,2.188478,3.533009,2.143775,3.666596,2.059421,3.762775,1.678692,4.014214,
582.000000,3.487029,2.190305,3.537220,2.145834,3.671152,2.061596,3.767595,1.679881,4.019475,
583.000000,3.490908,2.192128,3.541431,2.147891,3.675709,2.063771,3.772412,1.681852,4.025041,
584.000000,3.494787,2.193949,3.545644,2.149948,3.680264,2.065946,3.777227,1.683907,4.030635,
585.000000,3.498667,2.195766,3.549858,2.152003,3.684820,2.068120,3.782040,1.685960,4.036221,
586.000000,3.502548,2.197581,3.554073,2.154058,3.689376,2.070294,3.786851,1.688010,4.041799,
587.000000,3.506429,2.199393,3.558289,2.156112,3.693932,2.072469,3.791662,1.690058,4.047370,
588.000000,3.510313,2.201203,3.562506,2.158166,3.698488,2.074642,3.796472,1.692103,4.052933,
589.000000,3.514197,2.203011,3.566725,2.160219,3.703044,2.076816,3.801281,1.694146,4.058488,
590.000000,3.518084,2.204816,3.570946,2.162272,3.707601,2.078990,3.806091,1.696187,4.064036,
591.000000,3.521973,2.206621,3.575167,2.164325,3.712158,2.081163,3.810902,1.698225,4.069576,
592.000000,3.525865,2.208423,3.579390,2.166378,3.716715,2.083336,3.815713,1.700261,4.075109,
593.000000,3.529759,2.210225,3.583615,2.168431,3.721273,2.085510,3.820526,1.702294,4.080634,
594.000000,3.533656,2.212026,3.587841,2.170485,3.725832,2.087682,3.825341,1.704325,4.086152,
595.000000,3.537556,2.213826,3.592069,2.172539,3.730391,2.089855,3.830157,1.706353,4.091662,
596.000000,3.541460,2.215626,3.596298,2.174593,3.734951,2.092028,3.834976,1.708380,4.097166,
597.000000,3.545367,2.217425,3.600528,2.176648,3.739512,2.094200,3.839797,1.710403,4.102661,
598.000000,3.549279,2.219225,3.604759,2.178704,3.744073,2.096373,3.844622,1.712425,4.108149,
599.000000,3.553194,2.221025,3.608992,2.180761,3.748636,2.098545,3.849450,1.714444,4.113630,
600.000000,3.557114,2.222826,3.613226,2.182818,3.753200,2.100717,3.854281,1.716461,4.119104,
601.000000,3.561038,2.224627,3.617460,2.184877,3.757764,2.102889,3.859116,1.718475,4.124570,
602.000000,3.564967,2.226430,3.621696,2.186937,3.762330,2.105060,3.863955,1.720487,4.130030,
603.000000,3.568901,2.228234,3.625931,2.188998,3.766897,2.107232,3.868799,1.722497,4.135482,
604.000000,3.572839,2.230040,3.630167,2.191060,3.771465,2.109403,3.873648,1.724505,4.140926,
605.000000,3.576783,2.231848,3.634403,2.193124,3.776034,2.111574,3.878501,1.726510,4.146364,
606.000000,3.580732,2.233659,3.638638,2.195189,3.780605,2.113745,3.883359,1.728513,4.151795,
607.000000,3.584686,2.235471,3.642872,2.197255,3.785175,2.115916,3.888220,1.730513,4.157218,
608.000000,3.588643,2.237287,3.647104,2.199322,3.789747,2.118086,3.893085,1.732512,4.162635,
609.000000,3.592604,2.239104,3.651334,2.201389,3.794318,2.120256,3.897952,1.734508,4.168044,
610.000000,3.596567,2.240923,3.655561,2.203457,3.798889,2.122425,3.902820,1.736502,4.173447,
611.000000,3.600534,2.242744,3.659786,2.205525,3.803459,2.124593,3.907689,1.738493,4.178842,
612.000000,3.604502,2.244566,3.664007,2.207593,3.808028,2.126760,3.912559,1.740482,4.184231,
613.000000,3.608472,2.246391,3.668226,2.209661,3.812596,2.128927,3.917428,1.742470,4.189612,
614.000000,3.612443,2.248216,3.672441,2.211729,3.817162,2.131092,3.922297,1.744454,4.194987,
615.000000,3.616415,2.250042,3.676652,2.213796,3.821726,2.133256,3.927163,1.746437,4.200355,
616.000000,3.620388,2.251869,3.680860,2.215862,3.826288,2.135419,3.932028,1.748417,4.205716,
617.000000,3.624360,2.253697,3.685063,2.217927,3.830848,2.137580,3.936890,1.750236,4.211008,
618.000000,3.628332,2.255525,3.689262,2.219991,3.835405,2.139740,3.941748,1.751415,4.216041,
619.000000,3.632303,2.257353,3.693457,2.222054,3.839959,2.141898,3.946602,1.752595,4.221068,
620.000000,3.636273,2.259181,3.697648,2.224116,3.844510,2.144055,3.951452,1.753773,4.226090,
621.000000,3.640241,2.261009,3.701834,2.226175,3.849057,2.146210,3.956297,1.754952,4.231106,
622.000000,3.644207,2.262837,3.706016,2.228233,3.853600,2.148363,3.961136,1.756130,4.236116,
623.000000,3.648171,2.264664,3.710192,2.230289,3.858139,2.150514,3.965969,1.757307,4.241120,
624.000000,3.652133,2.266490,3.714365,2.232343,3.862674,2.152663,3.970796,1.758484,4.246119,
625.000000,3.656091,2.268314,3.718532,2.234395,3.867205,2.154810,3.975616,1.759661,4.251112,
626.000000,3.660047,2.270137,3.722695,2.236444,3.871731,2.156955,3.980428,1.760837,4.256099,
627.000000,3.663998,2.271959,3.726853,2.238491,3.876251,2.159097,3.985231,1.762013,4.261080,
628.000000,3.667946,2.273778,3.731007,2.240535,3.880767,2.161237,3.990027,1.763188,4.266056,
629.000000,3.671889,2.275596,3.735155,2.242576,3.885277,2.163375,3.994813,1.764364,4.271026,
630.000000,3.675828,2.277411,3.739300,2.244615,3.889782,2.165511,3.999591,1.765538,4.275991,
631.000000,3.679762,2.279224,3.743439,2.246650,3.894281,2.167643,4.004358,1.766713,4.280950,
632.000000,3.683691,2.281033,3.747574,2.248682,3.898774,2.169774,4.009116,1.767886,4.285903,
633.000000,3.687614,2.282840,3.751704,2.250710,3.903260,2.171901,4.013862,1.769060,4.290851,
634.000000,3.691532,2.284642,3.755830,2.252736,3.907740,2.174026,4.018598,1.770233,4.295793,
635.000000,3.695444,2.286442,3.759952,2.254757,3.912214,2.176148,4.023322,1.771405,4.300730,
636.000000,3.699349,2.288237,3.764070,2.256775,3.916681,2.178267,4.028035,1.772578,4.305661,
637.000000,3.703248,2.290027,3.768184,2.258790,3.921141,2.180383,4.032736,1.773749,4.310587,
638.000000,3.707142,2.291813,3.772295,2.260800,3.925595,2.182497,4.037426,1.774921,4.315507,
639.000000,3.711029,2.293595,3.776403,2.262807,3.930042,2.184608,4.042105,1.776092,4.320422,
640.000000,3.714911,2.295372,3.780509,2.264811,3.934483,2.186716,4.046774,1.777262,4.325331,
641.000000,3.718789,2.297145,3.784613,2.266811,3.938919,2.188822,4.051434,1.778432,4.330235,
642.000000,3.722662,2.298913,3.788715,2.268809,3.943349,2.190926,4.056085,1.779602,4.335134,
643.000000,3.726530,2.300678,3.792814,2.270803,3.947773,2.193028,4.060728,1.780771,4.340027,
644.000000,3.730395,2.302438,3.796913,2.272795,3.952193,2.195129,4.065363,1.781940,4.344914,
645.000000,3.734256,2.304194,3.801010,2.274784,3.956608,2.197227,4.069992,1.783108,4.349797,
646.000000,3.738113,2.305946,3.805105,2.276771,3.961019,2.199324,4.074614,1.784276,4.354674,
647.000000,3.741967,2.307694,3.809200,2.278755,3.965425,2.201420,4.079229,1.785444,4.359546,
648.000000,3.745819,2.309438,3.813293,2.280737,3.969827,2.203514,4.083840,1.786611,4.364412,
649.000000,3.749668,2.311179,3.817386,2.282717,3.974225,2.205607,4.088446,1.787777,4.369273,
650.000000,3.753515,2.312916,3.821478,2.284694,3.978620,2.207700,4.093047,1.788943,4.374129,
651.000000,3.757359,2.314649,3.825570,2.286669,3.983011,2.209791,4.097644,1.790109,4.378980,
652.000000,3.761202,2.316379,3.829660,2.288643,3.987399,2.211881,4.102237,1.791274,4.383825,
653.000000,3.765044,2.318106,3.833751,2.290615,3.991784,2.213971,4.106828,1.792439,4.388665,
654.000000,3.768884,2.319829,3.837841,2.292585,3.996166,2.216060,4.111416,1.793604,4.393500,
655.000000,3.772723,2.321550,3.841931,2.294554,4.000545,2.218149,4.116002,1.794768,4.398330,
656.000000,3.776562,2.323267,3.846020,2.296521,4.004922,2.220237,4.120586,1.795931,4.403154,
657.000000,3.780400,2.324982,3.850110,2.298486,4.009296,2.222325,4.125169,1.797094,4.407974,
658.000000,3.784237,2.326694,3.854199,2.300451,4.013669,2.224413,4.129751,1.798257,4.412788,
659.000000,3.788075,2.328403,3.858288,2.302414,4.018039,2.226501,4.134332,1.799419,4.417597,
660.000000,3.791913,2.330110,3.862377,2.304376,4.022408,2.228589,4.138914,1.800675,4.422620,
661.000000,3.795750,2.331814,3.866467,2.306338,4.026775,2.230677,4.143496,1.802024,4.427855,
662.000000,3.799589,2.333516,3.870556,2.308298,4.031140,2.232766,4.148077,1.803372,4.433085,
663.000000,3.803428,2.335216,3.874645,2.310257,4.035505,2.234854,4.152661,1.804719,4.438309,
664.000000,3.807268,2.336914,3.878734,2.312216,4.039867,2.236943,4.157246,1.806066,4.443526,
665.000000,3.811109,2.338609,3.882824,2.314173,4.044230,2.239033,4.161832,1.807412,4.448738,
666.000000,3.814952,2.340303,3.886913,2.316131,4.048591,2.241123,4.166420,1.808757,4.453943,
667.000000,3.818796,2.341995,3.891003,2.318088,4.052951,2.243214,4.171011,1.810101,4.459142,
668.000000,3.822641,2.343686,3.895092,2.320044,4.057311,2.245305,4.175605,1.811445,4.464336,
669.000000,3.826488,2.345375,3.899182,2.322000,4.061669,2.247398,4.180201,1.812788,4.469523,
670.000000,3.830338,2.347062,3.903272,2.323955,4.066028,2.249491,4.184801,1.814131,4.474705,
671.000000,3.834189,2.348748,3.907361,2.325911,4.070387,2.251585,4.189404,1.815472,4.479881,
672.000000,3.838042,2.350434,3.911451,2.327866,4.074745,2.253680,4.194011,1.816813,4.485051,
673.000000,3.841898,2.352118,3.915540,2.329820,4.079103,2.255777,4.198622,1.818153,4.490215,
674.000000,3.845756,2.353801,3.919629,2.331775,4.083461,2.257874,4.203235,1.819493,4.495373,
675.000000,3.849616,2.355483,3.923717,2.333730,4.087819,2.259971,4.207851,1.820832,4.500526,
676.000000,3.853477,2.357164,3.927805,2.335684,4.092175,2.262069,4.212470,1.822170,4.505672,
677.000000,3.857341,2.358844,3.931892,2.337638,4.096532,2.264169,4.217090,1.823507,4.510814,
678.000000,3.861206,2.360524,3.935979,2.339592,4.100889,2.266268,4.221713,1.824844,4.515949,
679.000000,3.865073,2.362202,3.940065,2.341545,4.105244,2.268368,4.226337,1.826179,4.521078,
680.000000,3.868941,2.363879,3.944151,2.343499,4.109600,2.270468,4.230962,1.827515,4.526202,
681.000000,3.872812,2.365556,3.948235,2.345452,4.113955,2.272569,4.235589,1.828849,4.531320,
682.000000,3.876683,2.367232,3.952319,2.347405,4.118309,2.274670,4.240216,1.830183,4.536432,
683.000000,3.880557,2.368907,3.956402,2.349358,4.122662,2.276771,4.244843,1.831516,4.541539,
684.000000,3.884432,2.370581,3.960484,2.351311,4.127015,2.278872,4.249471,1.832848,4.546640,
685.000000,3.888308,2.372254,3.964565,2.353264,4.131367,2.280973,4.254099,1.834179,4.551736,
686.000000,3.892185,2.373927,3.968645,2.355216,4.135718,2.283074,4.258727,1.835510,4.556826,
687.000000,3.896064,2.375598,3.972724,2.357169,4.140069,2.285176,4.263354,1.836840,4.561910,
688.000000,3.899944,2.377269,3.976803,2.359121,4.144419,2.287277,4.267981,1.838170,4.566988,
689.000000,3.903825,2.378939,3.980880,2.361073,4.148768,2.289377,4.272606,1.839498,4.572062,
690.000000,3.907707,2.380609,3.984956,2.363025,4.153116,2.291478,4.277230,1.840826,4.577129,
691.000000,3.911590,2.382277,3.989030,2.364976,4.157463,2.293578,4.281853,1.842153,4.582191,
692.000000,3.915475,2.383945,3.993104,2.366928,4.161809,2.295678,4.286475,1.843480,4.587248,
693.000000,3.919360,2.385612,3.997176,2.368879,4.166154,2.297777,4.291094,1.844806,4.592299,
694.000000,3.923246,2.387278,4.001247,2.370830,4.170498,2.299876,4.295712,1.846131,4.597345,
695.000000,3.927133,2.388943,4.005317,2.372781,4.174841,2.301974,4.300327,1.847455,4.602386,
696.000000,3.931020,2.390608,4.009386,2.374732,4.179183,2.304072,4.304939,1.848779,4.607420,
697.000000,3.934909,2.392272,4.013453,2.376683,4.183524,2.306169,4.309549,1.850101,4.612450,
698.000000,3.938798,2.393935,4.017519,2.378633,4.187864,2.308265,4.314157,1.851424,4.617474,
699.000000,3.942688,2.395598,4.021583,2.380583,4.192202,2.310360,4.318761,1.852745,4.622492,
700.000000,3.946578,2.397260,4.025646,2.382534,4.196539,2.312455,4.323361,1.854066,4.627506,
701.000000,3.950469,2.398921,4.029707,2.384483,4.200875,2.314549,4.327959,1.855386,4.632514,
702.000000,3.954360,2.400581,4.033767,2.386433,4.205210,2.316642,4.332553,1.856705,4.637516,
703.000000,3.958252,2.402241,4.037826,2.388383,4.209543,2.318734,4.337143,1.858024,4.642514,
704.000000,3.962144,2.403899,4.041883,2.390332,4.213875,2.320825,4.341729,1.859341,4.647506,
705.000000,3.966037,2.405557,4.045938,2.392281,4.218205,2.322914,4.346312,1.860895,4.652390,
706.000000,3.969929,2.407215,4.049992,2.394230,4.222534,2.325003,4.350889,1.862683,4.657165,
707.000000,3.973822,2.408872,4.054044,2.396179,4.226861,2.327091,4.355463,1.864469,4.661936,
708.000000,3.977716,2.410528,4.058094,2.398128,4.231187,2.329177,4.360031,1.866253,4.666701,
709.000000,3.981609,2.412183,4.062142,2.400076,4.235511,2.331262,4.364595,1.868036,4.671463,
710.000000,3.985503,2.413838,4.066189,2.402024,4.239834,2.333346,4.369154,1.869817,4.676219,
711.000000,3.989396,2.415492,4.070234,2.403972,4.244155,2.335428,4.373708,1.871597,4.680970,
712.000000,3.993290,2.417145,4.074277,2.405920,4.248475,2.337510,4.378258,1.873375,4.685716,
713.000000,3.997183,2.418797,4.078318,2.407867,4.252793,2.339590,4.382802,1.875151,4.690457,
714.000000,4.001076,2.420449,4.082356,2.409814,4.257109,2.341668,4.387342,1.876925,4.695194,
715.000000,4.004969,2.422100,4.086393,2.411760,4.261423,2.343745,4.391878,1.878698,4.699926,
716.000000,4.008862,2.423750,4.090427,2.413706,4.265735,2.345822,4.396409,1.880469,4.704654,
717.000000,4.012754,2.425400,4.094460,2.415651,4.270046,2.347896,4.400936,1.882239,4.709376,
718.000000,4.016645,2.427048,4.098489,2.417596,4.274354,2.349970,4.405458,1.884007,4.714094,
719.000000,4.020536,2.428695,4.102517,2.419539,4.278661,2.352042,4.409977,1.885773,4.718807,
720.000000,4.024426,2.430341,4.106542,2.421483,4.282966,2.354113,4.414491,1.887537,4.723516,
721.000000,4.028316,2.431986,4.110565,2.423425,4.287269,2.356183,4.419002,1.889300,4.728219,
722.000000,4.032205,2.433630,4.114585,2.425366,4.291569,2.358251,4.423509,1.891061,4.732918,
723.000000,4.036092,2.435272,4.118604,2.427307,4.295867,2.360319,4.428012,1.892821,4.737612,
724.000000,4.039979,2.436913,4.122619,2.429246,4.300164,2.362385,4.432511,1.894579,4.742302,
725.000000,4.043865,2.438553,4.126633,2.431185,4.304458,2.364450,4.437007,1.896335,4.746987,
726.000000,4.047749,2.440192,4.130643,2.433123,4.308750,2.366513,4.441500,1.898090,4.751667,
727.000000,4.051632,2.441828,4.134652,2.435059,4.313040,2.368575,4.445989,1.899843,4.756343,
728.000000,4.055514,2.443464,4.138658,2.436994,4.317327,2.370636,4.450474,1.901595,4.761015,
729.000000,4.059395,2.445098,4.142661,2.438928,4.321612,2.372696,4.454957,1.903344,4.765681,
730.000000,4.063274,2.446730,4.146662,2.440861,4.325895,2.374755,4.459436,1.905093,4.770344,
731.000000,4.067152,2.448360,4.150661,2.442793,4.330175,2.376813,4.463912,1.906839,4.775001,
732.000000,4.071028,2.449989,4.154656,2.444723,4.334453,2.378869,4.468386,1.908584,4.779654,
733.000000,4.074903,2.451616,4.158650,2.446652,4.338729,2.380924,4.472856,1.910328,4.784303,
734.000000,4.078776,2.453241,4.162641,2.448580,4.343002,2.382978,4.477324,1.912070,4.788947,
735.000000,4.082647,2.454864,4.166630,2.450506,4.347272,2.385031,4.481789,1.913810,4.793586,
736.000000,4.086516,2.456485,4.170616,2.452430,4.351540,2.387082,4.486250,1.915549,4.798221,
737.000000,4.090384,2.458103,4.174600,2.454353,4.355805,2.389132,4.490710,1.917286,4.802852,
738.000000,4.094249,2.459720,4.178582,2.456275,4.360068,2.391181,4.495166,1.919022,4.807478,
739.000000,4.098113,2.461334,4.182561,2.458195,4.364328,2.393229,4.499620,1.920756,4.812099,
740.000000,4.101974,2.462947,4.186538,2.460113,4.368586,2.395276,4.504072,1.922488,4.816717,
741.000000,4.105834,2.464557,4.190512,2.462030,4.372840,2.397321,4.508522,1.924219,4.821330,
742.000000,4.109692,2.466164,4.194484,2.463945,4.377092,2.399366,4.512969,1.925949,4.825938,
743.000000,4.113546,2.467769,4.198454,2.465858,4.381341,2.401409,4.517413,1.927677,4.830542,
744.000000,4.117400,2.469372,4.202422,2.467769,4.385588,2.403451,4.521855,1.929403,4.835142,
745.000000,4.121250,2.470972,4.206388,2.469679,4.389831,2.405492,4.526295,1.931128,4.839737,
746.000000,4.125098,2.472569,4.210351,2.471587,4.394072,2.407531,4.530733,1.932851,4.844328,
747.000000,4.128944,2.474164,4.214312,2.473493,4.398310,2.409570,4.535169,1.934573,4.848914,
748.000000,4.132787,2.475756,4.218271,2.475396,4.402544,2.411607,4.539603,1.936293,4.853497,
749.000000,4.136628,2.477345,4.222229,2.477298,4.406776,2.413643,4.544035,1.938012,4.858075,
