Opt.,Const.,of,B-Spline,vs.,nm
Wavelength(nm),n_21,k_21,n22,k22,n23,k23,n124,k124,n_Pd_model,k_Pd_model
1055.000000,5.318874,2.900243,5.394931,3.010850,5.645439,2.991347,5.831356,2.464308,6.193770,
1057.500000,5.328735,2.903279,5.404311,3.014811,5.655291,2.995691,5.841510,2.468571,6.204195,
1060.000000,5.338583,2.906316,5.413688,3.018764,5.665123,3.000025,5.851640,2.472827,6.214603,
1062.500000,5.348416,2.909351,5.423060,3.022710,5.674934,3.004349,5.861747,2.477075,6.224994,
1065.000000,5.358235,2.912387,5.432430,3.026647,5.684724,3.008663,5.871828,2.481316,6.235366,
1067.500000,5.368037,2.915421,5.441795,3.030576,5.694491,3.012967,5.881883,2.485550,6.245722,
1070.000000,5.377821,2.918456,5.451156,3.034497,5.704236,3.017260,5.891910,2.489777,6.256061,
1072.500000,5.387588,2.921491,5.460513,3.038409,5.713956,3.021541,5.901908,2.493997,6.266382,
1075.000000,5.397336,2.924525,5.469865,3.042313,5.723651,3.025811,5.911877,2.498209,6.276687,
1077.500000,5.407063,2.927560,5.479212,3.046208,5.733321,3.030070,5.921815,2.502414,6.286974,
1080.000000,5.416770,2.930595,5.488554,3.050094,5.742963,3.034316,5.931722,2.506613,6.297245,
1082.500000,5.426456,2.933630,5.497890,3.053972,5.752578,3.038550,5.941597,2.510804,6.307499,
1085.000000,5.436119,2.936665,5.507220,3.057840,5.762166,3.042772,5.951437,2.514988,6.317737,
1087.500000,5.445759,2.939701,5.516544,3.061698,5.771724,3.046981,5.961245,2.519166,6.327958,
1090.000000,5.455376,2.942738,5.525861,3.065548,5.781253,3.051177,5.971016,2.522245,6.339365,
1092.500000,5.464969,2.945776,5.535170,3.069388,5.790753,3.055360,5.980755,2.525049,6.351054,
1095.000000,5.474542,2.948814,5.544470,3.073219,5.800226,3.059530,5.990461,2.527852,6.362720,
1097.500000,5.484096,2.951852,5.553761,3.077040,5.809674,3.063687,6.000138,2.530653,6.374367,
1100.000000,5.493633,2.954890,5.563043,3.080853,5.819098,3.067832,6.009787,2.533451,6.385992,
1102.500000,5.503155,2.957927,5.572314,3.084656,5.828500,3.071964,6.019410,2.536248,6.397597,
1105.000000,5.512664,2.960962,5.581575,3.088450,5.837882,3.076084,6.029008,2.539042,6.409181,
1107.500000,5.522161,2.963996,5.590826,3.092236,5.847244,3.080192,6.038585,2.541835,6.420744,
1110.000000,5.531648,2.967026,5.600065,3.096012,5.856588,3.084287,6.048141,2.544626,6.432288,
1112.500000,5.541126,2.970055,5.609293,3.099780,5.865915,3.088370,6.057677,2.547414,6.443811,
1115.000000,5.550598,2.973079,5.618510,3.103539,5.875228,3.092442,6.067196,2.550201,6.455314,
1117.500000,5.560063,2.976100,5.627716,3.107289,5.884526,3.096502,6.076700,2.552986,6.466796,
1120.000000,5.569526,2.979116,5.636910,3.111030,5.893812,3.100549,6.086189,2.555768,6.478259,
1122.500000,5.578985,2.982127,5.646092,3.114763,5.903086,3.104586,6.095665,2.558549,6.489702,
1125.000000,5.588443,2.985132,5.655262,3.118488,5.912350,3.108611,6.105130,2.561327,6.501125,
1127.500000,5.597901,2.988132,5.664422,3.122204,5.921605,3.112624,6.114584,2.564104,6.512529,
1130.000000,5.607360,2.991124,5.673568,3.125912,5.930851,3.116626,6.124030,2.566879,6.523913,
1132.500000,5.616822,2.994110,5.682704,3.129611,5.940090,3.120617,6.133468,2.569651,6.535278,
1135.000000,5.626287,2.997089,5.691828,3.133303,5.949322,3.124597,6.142900,2.572422,6.546623,
1137.500000,5.635756,3.000059,5.700940,3.136986,5.958550,3.128566,6.152327,2.575191,6.557949,
1140.000000,5.645232,3.003021,5.710041,3.140661,5.967773,3.132523,6.161749,2.577957,6.569256,
1142.500000,5.654715,3.005974,5.719131,3.144328,5.976993,3.136471,6.171168,2.580722,6.580544,
1145.000000,5.664205,3.008917,5.728209,3.147987,5.986210,3.140407,6.180586,2.583484,6.591813,
1147.500000,5.673704,3.011850,5.737277,3.151638,5.995425,3.144332,6.190002,2.586244,6.603063,
1150.000000,5.683212,3.014773,5.746334,3.155281,6.004639,3.148248,6.199419,2.589003,6.614294,
1152.500000,5.692731,3.017685,5.755380,3.158916,6.013853,3.152152,6.208838,2.591759,6.625506,
1155.000000,5.702261,3.020586,5.764416,3.162543,6.023068,3.156047,6.218257,2.594513,6.636700,
1157.500000,5.711804,3.023475,5.773441,3.166163,6.032284,3.159931,6.227680,2.597266,6.647876,
1160.000000,5.721359,3.026351,5.782457,3.169775,6.041502,3.163805,6.237106,2.600016,6.659032,
1162.500000,5.730928,3.029215,5.791464,3.173379,6.050722,3.167668,6.246537,2.602764,6.670171,
1165.000000,5.740512,3.032066,5.800461,3.176976,6.059946,3.171522,6.255973,2.605510,6.681292,
1167.500000,5.750111,3.034903,5.809449,3.180565,6.069173,3.175366,6.265416,2.608254,6.692394,
1170.000000,5.759726,3.037725,5.818429,3.184147,6.078404,3.179200,6.274865,2.610996,6.703478,
1172.500000,5.769356,3.040533,5.827400,3.187721,6.087641,3.183024,6.284321,2.613736,6.714544,
1175.000000,5.779004,3.043326,5.836364,3.191288,6.096884,3.186838,6.293786,2.616474,6.725593,
1177.500000,5.788670,3.046103,5.845321,3.194848,6.106132,3.190643,6.303259,2.619210,6.736623,
1180.000000,5.798353,3.048864,5.854270,3.198400,6.115387,3.194438,6.312742,2.621944,6.747636,
1182.500000,5.808055,3.051609,5.863214,3.201946,6.124649,3.198224,6.322235,2.624675,6.758631,
1185.000000,5.817777,3.054337,5.872152,3.205484,6.133918,3.202001,6.331738,2.627405,6.769608,
1187.500000,5.827518,3.057046,5.881084,3.209015,6.143195,3.205768,6.341253,2.630133,6.780569,
1190.000000,5.837279,3.059738,5.890013,3.212539,6.152480,3.209526,6.350780,2.632858,6.791512,
1192.500000,5.847061,3.062411,5.898938,3.216055,6.161774,3.213274,6.360318,2.635582,6.802437,
1195.000000,5.856863,3.065064,5.907860,3.219565,6.171077,3.217014,6.369868,2.638303,6.813345,
1197.500000,5.866687,3.067697,5.916781,3.223068,6.180390,3.220744,6.379432,2.641022,6.824236,
1200.000000,5.876531,3.070310,5.925704,3.226564,6.189711,3.224466,6.389007,2.643740,6.835110,
1202.500000,5.886393,3.072904,5.934629,3.230053,6.199039,3.228180,6.398593,2.646455,6.845967,
1205.000000,5.896273,3.075478,5.943557,3.233536,6.208375,3.231885,6.408189,2.649168,6.856807,
1207.500000,5.906170,3.078034,5.952491,3.237012,6.217716,3.235582,6.417795,2.651879,6.867630,
1210.000000,5.916083,3.080573,5.961429,3.240482,6.227063,3.239272,6.427408,2.654588,6.878437,
1212.500000,5.926010,3.083095,5.970374,3.243945,6.236415,3.242955,6.437028,2.657295,6.889227,
1215.000000,5.935952,3.085601,5.979326,3.247402,6.245771,3.246630,6.446655,2.660000,6.900000,
1217.500000,5.945905,3.088092,5.988286,3.250853,6.255130,3.250299,6.456287,2.661967,6.911078,
1220.000000,5.955871,3.090567,5.997253,3.254297,6.264493,3.253960,6.465924,2.663934,6.922139,
1222.500000,5.965848,3.093029,6.006230,3.257736,6.273857,3.257616,6.475565,2.665902,6.933183,
1225.000000,5.975834,3.095478,6.015215,3.261168,6.283222,3.261265,6.485209,2.667870,6.944210,
1227.500000,5.985830,3.097914,6.024210,3.264595,6.292589,3.264909,6.494855,2.669838,6.955220,
1230.000000,5.995834,3.100339,6.033216,3.268016,6.301955,3.268546,6.504503,2.671806,6.966213,
1232.500000,6.005846,3.102753,6.042231,3.271430,6.311322,3.272178,6.514152,2.673774,6.977190,
1235.000000,6.015864,3.105156,6.051257,3.274840,6.320687,3.275805,6.523800,2.675743,6.988150,
1237.500000,6.025887,3.107551,6.060293,3.278243,6.330051,3.279426,6.533448,2.677712,6.999094,
1240.000000,6.035916,3.109936,6.069340,3.281641,6.339413,3.283043,6.543095,2.679681,7.010020,
1242.500000,6.045949,3.112313,6.078399,3.285033,6.348773,3.286654,6.552740,2.681650,7.020931,
1245.000000,6.055985,3.114683,6.087468,3.288420,6.358129,3.290261,6.562382,2.683619,7.031826,
1247.500000,6.066024,3.117046,6.096549,3.291801,6.367482,3.293864,6.572021,2.685589,7.042703,
1250.000000,6.076066,3.119403,6.105640,3.295177,6.376831,3.297462,6.581656,2.687558,7.053565,
1252.500000,6.086108,3.121755,6.114744,3.298548,6.386175,3.301056,6.591287,2.689528,7.064411,
1255.000000,6.096150,3.124102,6.123858,3.301913,6.395514,3.304646,6.600913,2.691497,7.075241,
1257.500000,6.106194,3.126446,6.132984,3.305273,6.404847,3.308232,6.610533,2.693467,7.086054,
1260.000000,6.116235,3.128785,6.142121,3.308628,6.414175,3.311814,6.620147,2.695436,7.096852,
1262.500000,6.126276,3.131123,6.151269,3.311978,6.423496,3.315393,6.629754,2.697406,7.107634,
1265.000000,6.136314,3.133458,6.160429,3.315323,6.432810,3.318968,6.639354,2.699376,7.118400,
1267.500000,6.146350,3.135792,6.169599,3.318662,6.442117,3.322540,6.648946,2.701345,7.129150,
1270.000000,6.156384,3.138125,6.178780,3.321996,6.451416,3.326109,6.658530,2.703315,7.139885,
1272.500000,6.166412,3.140457,6.187972,3.325326,6.460707,3.329674,6.668105,2.705285,7.150605,
1275.000000,6.176437,3.142791,6.197174,3.328651,6.469990,3.333237,6.677670,2.707254,7.161308,
1277.500000,6.186456,3.145125,6.206386,3.331970,6.479264,3.336797,6.687226,2.709224,7.171997,
1280.000000,6.196470,3.147460,6.215608,3.335285,6.488529,3.340354,6.696773,2.711194,7.182669,
1282.500000,6.206478,3.149798,6.224840,3.338595,6.497784,3.343908,6.706307,2.713163,7.193327,
1285.000000,6.216480,3.152139,6.234082,3.341900,6.507029,3.347460,6.715832,2.715132,7.203969,
1287.500000,6.226474,3.154483,6.243332,3.345200,6.516263,3.351009,6.725345,2.717102,7.214596,
1290.000000,6.236461,3.156831,6.252592,3.348496,6.525488,3.354556,6.734846,2.719071,7.225208,
1292.500000,6.246439,3.159184,6.261860,3.351787,6.534701,3.358100,6.744334,2.721040,7.235805,
1295.000000,6.256410,3.161541,6.271136,3.355072,6.543903,3.361643,6.753810,2.723009,7.246387,
1297.500000,6.266371,3.163904,6.280421,3.358354,6.553093,3.365183,6.763273,2.724978,7.256954,
1300.000000,6.276322,3.166273,6.289712,3.361631,6.562272,3.368721,6.772722,2.726947,7.267506,
1302.500000,6.286264,3.168648,6.299011,3.364903,6.571438,3.372257,6.782157,2.728915,7.278043,
1305.000000,6.296196,3.171031,6.308316,3.368170,6.580592,3.375791,6.791579,2.730884,7.288566,
1307.500000,6.306117,3.173422,6.317627,3.371433,6.589733,3.379323,6.800986,2.732852,7.299073,
1310.000000,6.316027,3.175821,6.326943,3.374692,6.598861,3.382854,6.810378,2.734820,7.309566,
1312.500000,6.325925,3.178228,6.336265,3.377946,6.607976,3.386382,6.819755,2.736788,7.320045,
1315.000000,6.335811,3.180645,6.345591,3.381195,6.617077,3.389910,6.829117,2.738755,7.330509,
1317.500000,6.345685,3.183073,6.354920,3.384440,6.626165,3.393435,6.838462,2.740723,7.340959,
1320.000000,6.355546,3.185511,6.364252,3.387680,6.635239,3.396959,6.847792,2.742690,7.351394,
1322.500000,6.365395,3.187960,6.373586,3.390916,6.644298,3.400481,6.857106,2.744657,7.361814,
1325.000000,6.375229,3.190421,6.382921,3.394148,6.653343,3.404002,6.866403,2.746624,7.372221,
1327.500000,6.385052,3.192895,6.392254,3.397375,6.662373,3.407522,6.875683,2.748590,7.382613,
1330.000000,6.394862,3.195382,6.401586,3.400597,6.671390,3.411040,6.884948,2.750557,7.392992,
1332.500000,6.404663,3.197880,6.410913,3.403816,6.680395,3.414556,6.894199,2.752523,7.403355,
1335.000000,6.414454,3.200390,6.420234,3.407029,6.689389,3.418070,6.903437,2.754488,7.413705,
1337.500000,6.424239,3.202910,6.429549,3.410239,6.698372,3.421582,6.912662,2.756454,7.424041,
1340.000000,6.434017,3.205440,6.438857,3.413444,6.707345,3.425093,6.921876,2.758419,7.434363,
1342.500000,6.443791,3.207980,6.448157,3.416644,6.716310,3.428601,6.931079,2.760384,7.444671,
1345.000000,6.453561,3.210528,6.457448,3.419840,6.725266,3.432106,6.940273,2.762349,7.454965,
1347.500000,6.463329,3.213084,6.466730,3.423032,6.734216,3.435609,6.949458,2.764313,7.465246,
1350.000000,6.473096,3.215648,6.476002,3.426219,6.743159,3.439109,6.958635,2.766277,7.475512,
1352.500000,6.482864,3.218218,6.485263,3.429403,6.752096,3.442607,6.967805,2.768241,7.485765,
1355.000000,6.492632,3.220794,6.494514,3.432581,6.761029,3.446102,6.976969,2.770204,7.496005,
1357.500000,6.502403,3.223374,6.503753,3.435756,6.769958,3.449594,6.986127,2.772167,7.506230,
1360.000000,6.512178,3.225960,6.512980,3.438926,6.778883,3.453083,6.995281,2.774129,7.516442,
1362.500000,6.521956,3.228549,6.522196,3.442091,6.787805,3.456569,7.004431,2.776092,7.526641,
1365.000000,6.531741,3.231140,6.531399,3.445253,6.796725,3.460052,7.013577,2.778054,7.536827,
1367.500000,6.541531,3.233734,6.540590,3.448410,6.805644,3.463531,7.022721,2.780015,7.546999,
1370.000000,6.551329,3.236330,6.549767,3.451563,6.814561,3.467007,7.031862,2.781976,7.557157,
1372.500000,6.561135,3.238926,6.558932,3.454711,6.823479,3.470479,7.041003,2.783937,7.567302,
1375.000000,6.570950,3.241522,6.568084,3.457856,6.832397,3.473948,7.050143,2.785897,7.577435,
1377.500000,6.580774,3.244118,6.577223,3.460996,6.841315,3.477414,7.059282,2.787857,7.587554,
1380.000000,6.590610,3.246712,6.586349,3.464131,6.850235,3.480875,7.068422,2.789817,7.597660,
1382.500000,6.600457,3.249304,6.595461,3.467263,6.859157,3.484333,7.077563,2.791776,7.607752,
1385.000000,6.610316,3.251894,6.604559,3.470390,6.868082,3.487787,7.086706,2.793735,7.617832,
1387.500000,6.620189,3.254480,6.613646,3.473513,6.877009,3.491236,7.095851,2.795693,7.627899,
1390.000000,6.630075,3.257062,6.622718,3.476632,6.885940,3.494682,7.104999,2.797651,7.637952,
1392.500000,6.639975,3.259640,6.631777,3.479746,6.894874,3.498124,7.114150,2.799608,7.647994,
1395.000000,6.649890,3.262212,6.640823,3.482857,6.903813,3.501562,7.123304,2.801981,7.659181,
1397.500000,6.659822,3.264778,6.649857,3.485963,6.912757,3.504995,7.132463,2.804457,7.670642,
1400.000000,6.669769,3.267337,6.658877,3.489065,6.921706,3.508424,7.141626,2.806932,7.682086,
1402.500000,6.679733,3.269889,6.667885,3.492163,6.930660,3.511849,7.150794,2.809405,7.693514,
1405.000000,6.689715,3.272433,6.676880,3.495257,6.939620,3.515269,7.159968,2.811877,7.704925,
1407.500000,6.699715,3.274968,6.685863,3.498346,6.948587,3.518685,7.169147,2.814348,7.716319,
1410.000000,6.709733,3.277494,6.694834,3.501432,6.957560,3.522096,7.178333,2.816818,7.727697,
1412.500000,6.719770,3.280010,6.703793,3.504513,6.966540,3.525503,7.187525,2.819286,7.739058,
1415.000000,6.729827,3.282515,6.712741,3.507591,6.975528,3.528905,7.196725,2.821753,7.750404,
1417.500000,6.739904,3.285010,6.721677,3.510664,6.984524,3.532302,7.205932,2.824218,7.761733,
1420.000000,6.750002,3.287492,6.730603,3.513733,6.993527,3.535695,7.215146,2.826683,7.773046,
1422.500000,6.760120,3.289962,6.739517,3.516798,7.002539,3.539083,7.224369,2.829146,7.784342,
1425.000000,6.770260,3.292420,6.748422,3.519859,7.011559,3.542466,7.233599,2.831607,7.795622,
1427.500000,6.780422,3.294863,6.757317,3.522916,7.020588,3.545844,7.242839,2.834068,7.806887,
1430.000000,6.790606,3.297293,6.766202,3.525970,7.029626,3.549217,7.252087,2.836527,7.818136,
1432.500000,6.800811,3.299707,6.775078,3.529018,7.038674,3.552585,7.261344,2.838985,7.829368,
1435.000000,6.811040,3.302106,6.783946,3.532063,7.047731,3.555948,7.270612,2.841441,7.840585,
1437.500000,6.821292,3.304490,6.792805,3.535105,7.056798,3.559306,7.279889,2.843896,7.851786,
1440.000000,6.831568,3.306856,6.801656,3.538142,7.065876,3.562660,7.289175,2.846350,7.862972,
1442.500000,6.841867,3.309206,6.810501,3.541175,7.074963,3.566007,7.298472,2.848803,7.874142,
1445.000000,6.852190,3.311537,6.819339,3.544204,7.084061,3.569350,7.307780,2.851254,7.885296,
1447.500000,6.862538,3.313851,6.828171,3.547230,7.093170,3.572688,7.317098,2.853704,7.896435,
1450.000000,6.872910,3.316145,6.836997,3.550251,7.102289,3.576020,7.326427,2.856152,7.907558,
1452.500000,6.883307,3.318419,6.845819,3.553269,7.111420,3.579347,7.335767,2.858599,7.918666,
1455.000000,6.893729,3.320674,6.854636,3.556282,7.120562,3.582669,7.345119,2.861045,7.929760,
1457.500000,6.904177,3.322907,6.863450,3.559292,7.129715,3.585986,7.354481,2.863490,7.940837,
1460.000000,6.914649,3.325120,6.872261,3.562298,7.138879,3.589297,7.363855,2.865933,7.951900,
1462.500000,6.925148,3.327310,6.881070,3.565300,7.148056,3.592603,7.373242,2.868375,7.962947,
1465.000000,6.935672,3.329477,6.889878,3.568299,7.157244,3.595904,7.382640,2.870815,7.973979,
1467.500000,6.946223,3.331621,6.898686,3.571293,7.166444,3.599199,7.392050,2.873254,7.984996,
1470.000000,6.956799,3.333741,6.907495,3.574284,7.175656,3.602489,7.401473,2.875692,7.995999,
1472.500000,6.967402,3.335836,6.916305,3.577271,7.184881,3.605773,7.410907,2.878128,8.006987,
1475.000000,6.978031,3.337905,6.925118,3.580254,7.194118,3.609051,7.420354,2.880563,8.017959,
1477.500000,6.988687,3.339948,6.933935,3.583233,7.203367,3.612325,7.429814,2.882997,8.028917,
1480.000000,6.999369,3.341964,6.942758,3.586209,7.212628,3.615592,7.439287,2.885429,8.039860,
1482.500000,7.010078,3.343952,6.951587,3.589181,7.221902,3.618855,7.448772,2.887860,8.050789,
1485.000000,7.020814,3.345911,6.960425,3.592149,7.231189,3.622112,7.458270,2.890290,8.061703,
1487.500000,7.031576,3.347839,6.969275,3.595114,7.240488,3.625363,7.467781,2.892718,8.072602,
1490.000000,7.042364,3.349738,6.978141,3.598074,7.249798,3.628608,7.477304,2.895145,8.083488,
1492.500000,7.053174,3.351608,6.987024,3.601031,7.259119,3.631848,7.486836,2.897570,8.094358,
1495.000000,7.064006,3.353450,6.995927,3.603984,7.268448,3.635082,7.496378,2.899994,8.105214,
1497.500000,7.074858,3.355267,7.004853,3.606932,7.277786,3.638309,7.505928,2.902417,8.116056,
1500.000000,7.085728,3.357059,7.013802,3.609876,7.287130,3.641531,7.515485,2.904839,8.126884,
1502.500000,7.096615,3.358828,7.022776,3.612816,7.296480,3.644747,7.525048,2.907259,8.137698,
1505.000000,7.107516,3.360575,7.031776,3.615751,7.305835,3.647956,7.534615,2.909677,8.148498,
1507.500000,7.118432,3.362302,7.040805,3.618682,7.315193,3.651159,7.544186,2.912094,8.159283,
1510.000000,7.129358,3.364011,7.049862,3.621607,7.324553,3.654355,7.553760,2.914510,8.170054,
1512.500000,7.140296,3.365702,7.058949,3.624528,7.333915,3.657545,7.563334,2.916924,8.180812,
1515.000000,7.151242,3.367378,7.068068,3.627444,7.343277,3.660728,7.572910,2.919338,8.191556,
1517.500000,7.162197,3.369040,7.077217,3.630355,7.352640,3.663904,7.582485,2.921749,8.202286,
1520.000000,7.173157,3.370689,7.086399,3.633260,7.362000,3.667074,7.592058,2.924160,8.213001,
1522.500000,7.184122,3.372327,7.095613,3.636161,7.371358,3.670236,7.601630,2.926569,8.223703,
1525.000000,7.195091,3.373956,7.104860,3.639055,7.380713,3.673392,7.611197,2.928976,8.234392,
1527.500000,7.206062,3.375576,7.114142,3.641945,7.390065,3.676540,7.620761,2.931382,8.245067,
1530.000000,7.217034,3.377191,7.123458,3.644829,7.399411,3.679682,7.630320,2.933787,8.255728,
1532.500000,7.228006,3.378800,7.132808,3.647707,7.408751,3.682816,7.639872,2.936190,8.266376,
1535.000000,7.238976,3.380405,7.142193,3.650579,7.418085,3.685942,7.649418,2.938592,8.277010,
1537.500000,7.249944,3.382009,7.151613,3.653446,7.427411,3.689062,7.658957,2.940993,8.287630,
1540.000000,7.260909,3.383611,7.161069,3.656307,7.436728,3.692173,7.668486,2.943392,8.298238,
1542.500000,7.271868,3.385214,7.170559,3.659162,7.446038,3.695278,7.678007,2.945789,8.308832,
1545.000000,7.282821,3.386820,7.180086,3.662010,7.455337,3.698375,7.687518,2.948186,8.319412,
1547.500000,7.293767,3.388428,7.189647,3.664853,7.464626,3.701463,7.697018,2.950581,8.329980,
1550.000000,7.304705,3.390042,7.199244,3.667689,7.473904,3.704545,7.706507,2.952974,8.340534,
1552.500000,7.315634,3.391661,7.208876,3.670519,7.483170,3.707618,7.715983,2.955367,8.351075,
1555.000000,7.326553,3.393288,7.218544,3.673342,7.492424,3.710684,7.725447,2.957757,8.361604,
1557.500000,7.337461,3.394924,7.228246,3.676159,7.501664,3.713742,7.734898,2.960147,8.372118,
1560.000000,7.348356,3.396570,7.237984,3.678970,7.510890,3.716792,7.744334,2.962535,8.382621,
1562.500000,7.359239,3.398228,7.247756,3.681774,7.520102,3.719834,7.753755,2.964921,8.393109,
1565.000000,7.370108,3.399898,7.257563,3.684571,7.529299,3.722867,7.763161,2.967306,8.403585,
1567.500000,7.380961,3.401582,7.267404,3.687362,7.538480,3.725893,7.772551,2.969690,8.414049,
1570.000000,7.391800,3.403280,7.277278,3.690146,7.547646,3.728911,7.781924,2.972073,8.424500,
1572.500000,7.402622,3.404995,7.287186,3.692923,7.556794,3.731920,7.791280,2.974453,8.434937,
1575.000000,7.413426,3.406728,7.297127,3.695693,7.565925,3.734921,7.800619,2.976833,8.445362,
1577.500000,7.424212,3.408479,7.307101,3.698456,7.575037,3.737914,7.809939,2.979211,8.455774,
1580.000000,7.434980,3.410250,7.317108,3.701211,7.584132,3.740898,7.819240,2.981588,8.466174,
1582.500000,7.445727,3.412042,7.327146,3.703960,7.593207,3.743874,7.828522,2.983963,8.476561,
1585.000000,7.456455,3.413857,7.337215,3.706702,7.602263,3.746841,7.837783,2.986337,8.486936,
1587.500000,7.467161,3.415694,7.347316,3.709437,7.611299,3.749800,7.847025,2.988710,8.497297,
1590.000000,7.477845,3.417555,7.357446,3.712164,7.620315,3.752751,7.856245,2.991081,8.507647,
1592.500000,7.488507,3.419442,7.367607,3.714884,7.629309,3.755692,7.865444,2.993451,8.517984,
1595.000000,7.499145,3.421355,7.377797,3.717597,7.638282,3.758626,7.874621,2.995819,8.528309,
1597.500000,7.509759,3.423295,7.388015,3.720302,7.647234,3.761550,7.883776,2.998186,8.538621,
1600.000000,7.520350,3.425264,7.398261,3.723000,7.656163,3.764466,7.892908,3.000552,8.548922,
1602.500000,7.530914,3.427262,7.408535,3.725690,7.665070,3.767374,7.902017,3.002916,8.559209,
1605.000000,7.541453,3.429290,7.418835,3.728373,7.673953,3.770272,7.911103,3.005279,8.569485,
1607.500000,7.551966,3.431350,7.429161,3.731048,7.682813,3.773162,7.920164,3.007640,8.579749,
1610.000000,7.562452,3.433441,7.439512,3.733715,7.691649,3.776042,7.929201,3.010000,8.590000,
1612.500000,7.572910,3.435566,7.449889,3.736375,7.700461,3.778915,7.938213,3.012642,8.600678,
1615.000000,7.583340,3.437726,7.460289,3.739028,7.709248,3.781778,7.947200,3.015283,8.611343,
1617.500000,7.593742,3.439920,7.470712,3.741672,7.718010,3.784632,7.956161,3.017921,8.621995,
1620.000000,7.604114,3.442150,7.481157,3.744308,7.726748,3.787477,7.965097,3.020558,8.632634,
1622.500000,7.614457,3.444416,7.491624,3.746937,7.735459,3.790314,7.974006,3.023192,8.643260,
1625.000000,7.624770,3.446721,7.502111,3.749558,7.744144,3.793141,7.982889,3.025825,8.653872,
1627.500000,7.635052,3.449064,7.512619,3.752171,7.752803,3.795960,7.991745,3.028456,8.664473,
1630.000000,7.645303,3.451446,7.523145,3.754776,7.761436,3.798769,8.000574,3.031085,8.675060,
1632.500000,7.655523,3.453868,7.533690,3.757374,7.770041,3.801569,8.009375,3.033711,8.685635,
1635.000000,7.665711,3.456331,7.544252,3.759963,7.778619,3.804361,8.018148,3.036336,8.696197,
1637.500000,7.675867,3.458836,7.554831,3.762544,7.787170,3.807143,8.026894,3.038959,8.706745,
1640.000000,7.685989,3.461383,7.565424,3.765117,7.795693,3.809916,8.035610,3.041580,8.717282,
1642.500000,7.696079,3.463974,7.576033,3.767682,7.804189,3.812680,8.044299,3.044199,8.727806,
1645.000000,7.706135,3.466608,7.586655,3.770239,7.812655,3.815435,8.052958,3.046817,8.738317,
1647.500000,7.716157,3.469287,7.597290,3.772788,7.821094,3.818181,8.061588,3.049432,8.748816,
1650.000000,7.726145,3.472013,7.607936,3.775328,7.829504,3.820917,8.070189,3.052045,8.759302,
1652.500000,7.736099,3.474784,7.618593,3.777861,7.837884,3.823645,8.078760,3.054657,8.769775,
1655.000000,7.746017,3.477602,7.629259,3.780385,7.846236,3.826363,8.087302,3.057266,8.780237,
1657.500000,7.755900,3.480468,7.639934,3.782901,7.854558,3.829072,8.095813,3.059873,8.790686,
1660.000000,7.765748,3.483382,7.650617,3.785409,7.862850,3.831772,8.104294,3.062479,8.801123,
1662.500000,7.775559,3.486346,7.661305,3.787909,7.871112,3.834462,8.112744,3.065083,8.811547,
1665.000000,7.785334,3.489360,7.671999,3.790400,7.879344,3.837143,8.121164,3.067685,8.821959,
1667.500000,7.795073,3.492424,7.682696,3.792883,7.887547,3.839815,8.129553,3.070285,8.832360,
1670.000000,7.804775,3.495540,7.693397,3.795357,7.895718,3.842478,8.137910,3.072883,8.842748,
1672.500000,7.814439,3.498708,7.704098,3.797824,7.903859,3.845132,8.146236,3.075479,8.853124,
1675.000000,7.824067,3.501929,7.714800,3.800282,7.911970,3.847776,8.154531,3.078073,8.863487,
1677.500000,7.833657,3.505203,7.725500,3.802731,7.920049,3.850411,8.162794,3.080665,8.873839,
1680.000000,7.843209,3.508532,7.736198,3.805172,7.928097,3.853036,8.171025,3.083256,8.884179,
1682.500000,7.852723,3.511916,7.746891,3.807605,7.936114,3.855653,8.179225,3.085844,8.894507,
1685.000000,7.862198,3.515356,7.757578,3.810029,7.944099,3.858260,8.187392,3.088431,8.904823,
1687.500000,7.871635,3.518853,7.768258,3.812445,7.952054,3.860857,8.195527,3.091016,8.915128,
1690.000000,7.881033,3.522408,7.778927,3.814853,7.959976,3.863446,8.203629,3.093599,8.925420,
