n300,,n600,,n900,,n1200,,n1500,,k300,,k600,,k900,,k1200,,k1500,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.0007547169811320809,1.2154150197628457,-0.0007547169811320809,1.926877470355731,0.0015094339622641617,2.4278656126482216,0.0007547169811320809,2.6976284584980235,0.0015094339622641617,2.8873517786561265,0.0011299435028248872,1.905660377358494,0.0011299435028248872,3.4150943396226445,0.00037664783427499016,4.462264150943398,0.0011299435028248872,5.424528301886795,0.0011299435028248872,6.471698113207548
0.021886792452830206,1.2154150197628457,0.027924528301886797,1.9239130434782608,0.038490566037735846,2.424901185770751,0.03698113207547171,2.691699604743083,0.0249056603773585,2.887351778656126,0.038794726930320184,1.924528301886797,0.0418079096045198,3.3962264150943433,0.04331450094161962,4.452830188679247,0.028248587570621486,5.424528301886795,0.02523540489642187,6.462264150943398
0.07018867924528305,1.2154150197628457,0.0671698113207547,1.9209486166007905,0.1335849056603774,2.4041501976284585,0.1018867924528302,2.682806324110672,0.06566037735849056,2.8814229249011856,0.09303201506591338,1.905660377358494,0.07796610169491527,3.3962264150943433,0.09152542372881359,4.433962264150944,0.05988700564971755,5.4150943396226445,0.07043314500941622,6.471698113207548
0.10490566037735849,1.2183794466403164,0.11547169811320751,1.9179841897233203,0.19547169811320753,2.3626482213438735,0.1547169811320755,2.656126482213439,0.10943396226415092,2.869565217391304,0.14425612052730696,1.877358490566042,0.11713747645951039,3.3773584905660403,0.13069679849340865,4.433962264150944,0.10056497175141244,5.405660377358492,0.11412429378531075,6.433962264150946
0.13811320754716983,1.227272727272727,0.18037735849056602,1.900197628458498,0.2483018867924528,2.327075098814229,0.20905660377358487,2.6294466403162056,0.15924528301886792,2.848814229249012,0.18192090395480226,1.8490566037735867,0.16082862523540487,3.320754716981135,0.17589453860640303,4.37735849056604,0.13220338983050844,5.3773584905660385,0.15329566854990584,6.3773584905660385
0.19396226415094336,1.2450592885375493,0.23924528301886788,1.8824110671936758,0.29660377358490564,2.291501976284585,0.2573584905660377,2.5968379446640313,0.2,2.8191699604743086,0.2421845574387947,1.792452830188683,0.19397363465160072,3.2830188679245307,0.21958568738229756,4.320754716981135,0.17589453860640303,5.3301886792452855,0.19698681732580037,6.301886792452832
0.2679245283018868,1.2569169960474307,0.2950943396226415,1.8646245059288535,0.3433962264150943,2.258893280632411,0.3011320754716981,2.567193675889328,0.2467924528301887,2.783596837944664,0.2768361581920904,1.7547169811320806,0.23615819209039546,3.2264150943396253,0.2632768361581921,4.2641509433962295,0.21205273069679853,5.273584905660378,0.22711864406779664,6.2641509433962295
0.32830188679245287,1.2806324110671934,0.3539622641509434,1.843873517786561,0.4143396226415094,2.217391304347826,0.3524528301886792,2.5375494071146245,0.30264150943396223,2.742094861660079,0.3220338983050847,1.7169811320754746,0.2768361581920904,3.160377358490569,0.311487758945386,4.188679245283021,0.255743879472693,5.226415094339625,0.25875706214689265,6.188679245283019
0.37509433962264155,1.2806324110671934,0.4218867924528302,1.8260869565217392,0.4867924528301886,2.1847826086956523,0.3977358490566038,2.5138339920948614,0.3464150943396226,2.7124505928853755,0.36723163841807904,1.707547169811324,0.3250470809792843,3.07547169811321,0.34764595103578155,4.150943396226419,0.30998116760828626,5.141509433962266,0.303954802259887,6.103773584905662
