n300,,n600,,n900,,n1200,,n1500,,k300,,k600,,k900,,k1200,,k1500,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.000044314941834416605,1.42771723406307,0.000022838955891424026,1.9255665927283236,0.00002283895589142576,1.9695245443147833,0.00004431494183441574,1.8683190278715387,0.00004431494183441487,1.7824476805863614,0.0000011075178311180205,1.847220152634847,-0.00002041524535203662,3.058746299913393,-0.000020415245352037488,4.176355691588954,-0.00002041524535203532,5.4066651899881,0.0000011075178311193215,6.815416524032923
0.0017194418453877125,1.428739512006941,0.0019771536767036035,1.9265888706721945,0.0015046819859578023,1.967479988427041,0.0004738346606942361,1.8652521940399254,0.0006456425482381637,1.778358568810877,0.0018520651515823508,1.8378284770745488,0.001378564361552966,3.068137975473695,0.0016798830461171206,4.185747367149252,0.00129247330882035,5.4160568655483985,0.0013355188351866576,6.815416524032923
0.0035663766364849364,1.42771723406307,0.003609328608370917,1.9245443147844523,0.0035663766364849364,1.9654354325392986,0.0012469701546419104,1.863207638152183,0.0016335379016157482,1.7752917349792634,0.004004341469897738,1.8378284770745488,0.0035738862062346596,3.068137975473695,0.003100385416205275,4.176355691588954,0.003444749627135738,5.397273514427802,0.0032295219953041984,6.815416524032923
0.005026743680608322,1.42771723406307,0.005499215371354123,1.9235220368405812,0.005499215371354123,1.961346320763814,0.0027932411425372608,1.8611630822644405,0.0030509529738531526,1.7722249011476499,0.005898344630015278,1.8378284770745488,0.005726162524550046,3.058746299913393,0.00469306989175866,4.176355691588954,0.004822206470857585,5.4066651899881,0.005037434102689123,6.815416524032923
0.006272350865301798,1.42771723406307,0.007131390303021437,1.92249975889671,0.007260246218679383,1.9593017648760718,0.004382464102318593,1.8580962484328272,0.004296560158546629,1.7691580673160363,0.007792347790132817,1.8378284770745488,0.007318847000103433,3.0587462999133948,0.006113572261846816,4.176355691588954,0.006673164104608817,5.4066651899881,0.0068883917364403555,6.815416524032923
0.007947477768855094,1.42771723406307,0.009364892841092499,1.9204552030089677,0.009064229037890626,1.9552126531005871,0.005885783118327961,1.8529848587134714,0.005542167343240105,1.7620021217089383,0.009987669634814513,1.8378284770745488,0.009600259897517742,3.0587462999133948,0.00796452989559805,4.176355691588954,0.008222803053795894,5.4160568655483985,0.008265848580162204,6.843591550713819
0.009837364531838302,1.4266949561191988,0.011727251294821507,1.9194329250650966,0.01069640396955794,1.9521458192689736,0.006916630443591528,1.8499180248818579,0.006444158752845727,1.7599575658211961,0.011580354110367898,1.8284368015142505,0.01136512647853636,3.0587462999133948,0.009557214371151436,4.176355691588954,0.010461170424843897,5.397273514427802,0.010504215951210205,6.824808199593223
0.011641347351049542,1.42771723406307,0.013531234114032748,1.9184106471212254,0.012242674957453289,1.9501012633812311,0.008033381712627059,1.8458289131063732,0.0073461501624513485,1.7558684540457115,0.01321608411228759,1.8378284770745488,0.012957810954089743,3.0493546243530947,0.011149898846704821,4.176355691588954,0.012527355690426668,5.4160568655483985,0.012182991479496206,6.834199875153521
0.013531234114032748,1.4266949561191986,0.01585064059587577,1.916366091233483,0.014218465664208459,1.9470344295496176,0.008978325094118661,1.843784357218631,0.007990429740741078,1.752801620214098,0.014894859640573592,1.8284368015142505,0.015067041746038823,3.0587462999133948,0.01304390200682236,4.166964016028656,0.015239223851504056,5.397273514427802,0.013947858060514825,6.834199875153521
0.015378168905129972,1.4266949561191986,0.018212999049604783,1.9143215353457408,0.01619425637096363,1.9449898736618754,0.010438692138242047,1.839695245443146,0.008892421150346696,1.7497347863824846,0.0166166806952259,1.8284368015142505,0.016573635168859596,3.0493546243530965,0.014765723061474669,4.1575723404683576,0.016530589642493286,5.4066651899881,0.015798815694266055,6.824808199593223
0.017225103696227196,1.4266949561191986,0.019630414121842184,1.9143215353457408,0.01782643130263094,1.9429453177741332,0.011942011154251416,1.8366284116115328,0.010009172419382229,1.745645674607,0.01816631964441298,1.8284368015142505,0.01782195543348252,3.0493546243530965,0.016530589642493286,4.1575723404683576,0.018725911487174986,5.397273514427802,0.017735864380749908,6.834199875153521
0.019974029896930038,1.4256726781753277,0.02001698186881602,1.9143215353457408,0.01999550588287303,1.9388562059986485,0.01361713805780471,1.830494743948306,0.011125923688417758,1.7425788407753862,0.019672913067233753,1.8284368015142505,0.01954377648813483,3.0493546243530965,0.018596774908076055,4.176355691588954,0.020017277278164214,5.4066651899881,0.019995754514981055,6.834199875153521
,,,,,,0.014862745242498188,1.8284501880605637,0.012242674957453289,1.7395120069437728,0.020017277278164214,1.8284368015142505,0.019995754514981055,3.0493546243530965,0.020017277278164214,4.1575723404683576,,,,
,,,,,,0.016323112286621574,1.8264056321728213,0.013316474254602837,1.7344006172244173,,,,,,,,,,
,,,,,,0.01752576749942907,1.823338798341208,0.014605033411182296,1.7292892275050613,,,,,,,,,,
,,,,,,0.01915794243109638,1.8161828527341097,0.015936544539647737,1.727244671617319,,,,,,,,,,
,,,,,,0.019995505882873032,1.8151605747902386,0.016795583977367374,1.7231555598418344,,,,,,,,,,
,,,,,,,,0.018170047077718795,1.7211110039540922,,,,,,,,,,
,,,,,,,,0.019243846374868343,1.7159996142347365,,,,,,,,,,
,,,,,,,,0.01999550588287303,1.712932780403123,,,,,,,,,,
